full_name,party,elec_year,cand_id,occupation_number,occupation,original_matched_kldb_title,matched_kldb_code,isco08_code_1,isco08_code_2,isco08_code_3,isco08_code_4,isco08_code_5,list_state,list_rank,elec_district,direct_cand,list_cand,is_legislator,is_only_legislator,is_duplicated_cand
"Herrndorff, Jens",greens,2021,"Herrndorff, Jens_greens_2021_1",occ_1,musikmanager,musikmanager,63404,2654,NA,NA,NA,NA,SH,10,7,1,1,FALSE,FALSE,FALSE
"Schneider, Joachim Rudi",afd,2021,"Schneider, Joachim Rudi_afd_2021_1",occ_1,it systemadministrator,it systemadministrator,43343,2522,NA,NA,NA,NA,SH,6,7,1,1,FALSE,FALSE,FALSE
"Möhring, Cornelia",left,2021,"Möhring, Cornelia_left_2021_1",occ_1,sozialökonomin,sozialökonomin,91484,2631,NA,NA,NA,NA,SH,1,7,1,1,FALSE,FALSE,FALSE
"Storjohann, Gero",cdu_csu,2021,"Storjohann, Gero_cdu_csu_2021_1",occ_2,diplom betriebswirt fachhochschule,NA,NA,NA,NA,NA,NA,NA,SH,5,8,1,1,TRUE,FALSE,FALSE
"Bergt, Bengt Axel",spd,2021,"Bergt, Bengt Axel_spd_2021_1",occ_1,redakteur,redakteur,92413,2641,2642,NA,NA,NA,SH,9,8,1,1,FALSE,FALSE,FALSE
"Schupp, Jan",fdp,2021,"Schupp, Jan_fdp_2021_1",occ_1,security client executive,security guard,53112,5414,NA,NA,NA,NA,SH,10,8,1,1,FALSE,FALSE,FALSE
"Bollenbach, Nils",greens,2021,"Bollenbach, Nils_greens_2021_1",occ_1,filmschaffender,NA,NA,NA,NA,NA,NA,NA,SH,14,8,1,1,FALSE,FALSE,FALSE
"Bollenbach, Nils",greens,2021,"Bollenbach, Nils_greens_2021_1",occ_2,künstler,künstler,93304,2651,NA,NA,NA,NA,SH,14,8,1,1,FALSE,FALSE,FALSE
"Wendorf, Sven",afd,2021,"Wendorf, Sven_afd_2021_1",occ_1,verwaltungsfachangestellter,NA,NA,NA,NA,NA,NA,NA,SH,8,8,1,1,FALSE,FALSE,FALSE
"Schultz, Malin",left,2021,"Schultz, Malin_left_2021_1",occ_1,studentin,NA,NA,NA,NA,NA,NA,NA,SH,NA,8,1,0,FALSE,FALSE,FALSE
"Gädechens, Ingo Adolf August",cdu_csu,2021,"Gädechens, Ingo Adolf August_cdu_csu_2021_1",occ_2,berufssoldat a d,berufssoldat,01402,0310,NA,NA,NA,NA,SH,3,9,1,1,TRUE,FALSE,FALSE
"Hagedorn, Bettina",spd,2021,"Hagedorn, Bettina_spd_2021_1",occ_2,goldschmiedin,goldschmiedin,93522,7313,NA,NA,NA,NA,SH,4,9,1,1,TRUE,FALSE,FALSE
"Hansen, Jörg",fdp,2021,"Hansen, Jörg_fdp_2021_1",occ_1,polizeibeamter,NA,NA,NA,NA,NA,NA,NA,SH,NA,9,1,0,FALSE,FALSE,FALSE
"Brunken, Jakob",greens,2021,"Brunken, Jakob_greens_2021_1",occ_1,zimmerermeister,zimmerermeister,33393,3123,NA,NA,NA,NA,SH,12,9,1,1,FALSE,FALSE,FALSE
"Witt, Uwe",afd,2021,"Witt, Uwe_afd_2021_1",occ_2,betriebswirt,betriebswirt,71303,4322,3343,NA,NA,NA,SH,1,9,1,1,TRUE,FALSE,FALSE
"Spethmann, Susanne",left,2021,"Spethmann, Susanne_left_2021_1",occ_1,krankenschwester,krankenschwester pfleger intensivpflege,81313,3221,NA,NA,NA,NA,SH,4,9,1,1,FALSE,FALSE,FALSE
"Peters, Thomas",cdu_csu,2021,"Peters, Thomas_cdu_csu_2021_1",occ_1,jurist,jurist,73104,2619,NA,NA,NA,NA,SH,11,10,1,1,FALSE,FALSE,FALSE
"Scheer, Nina",spd,2021,"Scheer, Nina_spd_2021_1",occ_1,juristin,juristin,73104,2619,NA,NA,NA,NA,SH,2,10,1,1,FALSE,FALSE,FALSE
"Scheer, Nina",spd,2021,"Scheer, Nina_spd_2021_1",occ_2,politikwissenschaftlerin,politik und verwaltungswissenschaftlerin,91314,2633,NA,NA,NA,NA,SH,2,10,1,1,FALSE,FALSE,FALSE
"Scheer, Nina",spd,2021,"Scheer, Nina_spd_2021_1",occ_3,musikerin,musikerin,94114,2652,NA,NA,NA,NA,SH,2,10,1,1,FALSE,FALSE,FALSE
"Turowski, Martin",fdp,2021,"Turowski, Martin_fdp_2021_1",occ_1,unternehmer,unternehmer,71104,1120,NA,NA,NA,NA,SH,8,10,1,1,FALSE,FALSE,FALSE
"Notz, Konstantin",greens,2021,"Notz, Konstantin_greens_2021_1",occ_1,volljurist,volljurist,73104,2619,NA,NA,NA,NA,SH,4,10,1,1,FALSE,FALSE,FALSE
"Neumann, Wiebke",afd,2021,"Neumann, Wiebke_afd_2021_1",occ_1,kaufm angestellte,NA,NA,NA,NA,NA,NA,NA,SH,4,10,1,1,FALSE,FALSE,FALSE
"Hinrichs, Christoph Ulrich",left,2021,"Hinrichs, Christoph Ulrich_left_2021_1",occ_1,industriekaufmann,industriekaufmann frau,71302,4110,4322,NA,NA,NA,SH,NA,10,1,0,FALSE,FALSE,FALSE
"Schmidtke, Claudia",cdu_csu,2021,"Schmidtke, Claudia_cdu_csu_2021_1",occ_1,ärztin,NA,NA,NA,NA,NA,NA,NA,SH,8,11,1,1,FALSE,FALSE,FALSE
"Schmidtke, Claudia",cdu_csu,2021,"Schmidtke, Claudia_cdu_csu_2021_1",occ_2,professorin,professorin hochschulen,84304,2310,NA,NA,NA,NA,SH,8,11,1,1,FALSE,FALSE,FALSE
"Klüssendorf, Tim",spd,2021,"Klüssendorf, Tim_spd_2021_1",occ_1,volks,NA,NA,NA,NA,NA,NA,NA,SH,5,11,1,1,FALSE,FALSE,FALSE
"Klüssendorf, Tim",spd,2021,"Klüssendorf, Tim_spd_2021_1",occ_2,betriebswirt,betriebswirt,71303,4322,3343,NA,NA,NA,SH,5,11,1,1,FALSE,FALSE,FALSE
"Stegemann, Heike Margit",fdp,2021,"Stegemann, Heike Margit_fdp_2021_1",occ_1,bilanzbuchhalterin,NA,NA,NA,NA,NA,NA,NA,SH,7,11,1,1,FALSE,FALSE,FALSE
"Hönel, Bruno",greens,2021,"Hönel, Bruno_greens_2021_1",occ_1,psychologie,NA,NA,NA,NA,NA,NA,NA,SH,6,11,1,1,FALSE,FALSE,FALSE
"Hönel, Bruno",greens,2021,"Hönel, Bruno_greens_2021_1",occ_2,student,NA,NA,NA,NA,NA,NA,NA,SH,6,11,1,1,FALSE,FALSE,FALSE
"Jenniches, David",afd,2021,"Jenniches, David_afd_2021_1",occ_1,diplom volkswirt,NA,NA,NA,NA,NA,NA,NA,SH,NA,11,1,0,FALSE,FALSE,FALSE
"Tankacheyev, Emil",left,2021,"Tankacheyev, Emil_left_2021_1",occ_1,schüler,NA,NA,NA,NA,NA,NA,NA,SH,NA,11,1,0,FALSE,FALSE,FALSE
"Monstadt, Dietrich",cdu_csu,2021,"Monstadt, Dietrich_cdu_csu_2021_1",occ_2,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,MV,2,12,1,1,TRUE,FALSE,FALSE
"Beckmann, Steffen",afd,2021,"Beckmann, Steffen_afd_2021_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,MV,6,12,1,1,FALSE,FALSE,FALSE
"Latendorf, Ina",left,2021,"Latendorf, Ina_left_2021_1",occ_1,juristin,juristin,73104,2619,NA,NA,NA,NA,MV,2,12,1,1,FALSE,FALSE,FALSE
"Alabali-Radovan, Reem",spd,2021,"Alabali-Radovan, Reem_spd_2021_1",occ_1,integrationsbeauftragte,NA,NA,NA,NA,NA,NA,NA,MV,6,12,1,1,FALSE,FALSE,FALSE
"Meffert, Yannik",fdp,2021,"Meffert, Yannik_fdp_2021_1",occ_1,wissenschaftlich mitarbeiter,NA,NA,NA,NA,NA,NA,NA,MV,7,12,1,1,FALSE,FALSE,FALSE
"Tamm, Claudia",greens,2021,"Tamm, Claudia_greens_2021_1",occ_1,krankenschwester,krankenschwester pfleger intensivpflege,81313,3221,NA,NA,NA,NA,MV,NA,12,1,0,FALSE,FALSE,FALSE
"Borchardt, Simone",cdu_csu,2021,"Borchardt, Simone_cdu_csu_2021_1",occ_1,geschäftsbereichsleiterin pflege,geschäftsbereichsleiterin,71394,1219,1213,NA,NA,NA,MV,3,13,1,1,FALSE,FALSE,FALSE
"Mrachacz, Andreas-Michael",afd,2021,"Mrachacz, Andreas-Michael_afd_2021_1",occ_1,diplom mediziner,NA,NA,NA,NA,NA,NA,NA,MV,NA,13,1,0,FALSE,FALSE,FALSE
"Mrachacz, Andreas-Michael",afd,2021,"Mrachacz, Andreas-Michael_afd_2021_1",occ_2,facharzt pathologie,facharzt ärztin allgemeinchirurgie,81434,2212,NA,NA,NA,NA,MV,NA,13,1,0,FALSE,FALSE,FALSE
"Keller, Judith",left,2021,"Keller, Judith_left_2021_1",occ_1,schulsozialarbeiterin,schulsozialarbeiterin,83124,2635,NA,NA,NA,NA,MV,5,13,1,1,FALSE,FALSE,FALSE
"Junge, Frank Michael",spd,2021,"Junge, Frank Michael_spd_2021_1",occ_2,diplom sportlehrer,NA,NA,NA,NA,NA,NA,NA,MV,1,13,1,1,TRUE,FALSE,FALSE
"Bohl, Daniel",fdp,2021,"Bohl, Daniel_fdp_2021_1",occ_1,diplom ing agr landwirt,NA,NA,NA,NA,NA,NA,NA,MV,4,13,1,1,FALSE,FALSE,FALSE
"Mölau, Martin",greens,2021,"Mölau, Martin_greens_2021_1",occ_1,industriekaufmann,industriekaufmann frau,71302,4110,4322,NA,NA,NA,MV,NA,13,1,0,FALSE,FALSE,FALSE
"Pontow, Tobias",afd,2021,"Pontow, Tobias_afd_2021_1",occ_1,betriebswirt,betriebswirt,71303,4322,3343,NA,NA,NA,MV,4,14,1,1,FALSE,FALSE,FALSE
"Pontow, Tobias",afd,2021,"Pontow, Tobias_afd_2021_1",occ_2,referent,referent bildung,84404,2320,NA,NA,NA,NA,MV,4,14,1,1,FALSE,FALSE,FALSE
"Zschau, Katrin",spd,2021,"Zschau, Katrin_spd_2021_1",occ_1,landesgeschäftsführerin,NA,NA,NA,NA,NA,NA,NA,MV,4,14,1,1,FALSE,FALSE,FALSE
"Reinhold, Hagen",fdp,2021,"Reinhold, Hagen_fdp_2021_1",occ_1,maurer,maurer,32122,7112,NA,NA,NA,NA,MV,1,14,1,1,FALSE,FALSE,FALSE
"Reinhold, Hagen",fdp,2021,"Reinhold, Hagen_fdp_2021_1",occ_2,betonbaumeister,NA,NA,NA,NA,NA,NA,NA,MV,1,14,1,1,FALSE,FALSE,FALSE
"Tesche, Andreas",greens,2021,"Tesche, Andreas_greens_2021_1",occ_1,regierungsdirektor,NA,NA,NA,NA,NA,NA,NA,MV,4,14,1,1,FALSE,FALSE,FALSE
"Günther, Georg",cdu_csu,2021,"Günther, Georg_cdu_csu_2021_1",occ_1,diplom finanzwirt fachhochschule,NA,NA,NA,NA,NA,NA,NA,MV,4,15,1,1,FALSE,FALSE,FALSE
"Holm, Leif-Erik",afd,2021,"Holm, Leif-Erik_afd_2021_1",occ_1,ökonom master of science,NA,NA,NA,NA,NA,NA,NA,MV,1,15,1,1,FALSE,FALSE,FALSE
"Holm, Leif-Erik",afd,2021,"Holm, Leif-Erik_afd_2021_1",occ_2,journalist,journalist,92414,2641,2642,NA,NA,NA,MV,1,15,1,1,FALSE,FALSE,FALSE
"Kassner, Kerstin",left,2021,"Kassner, Kerstin_left_2021_1",occ_1,diplom ökonomin,NA,NA,NA,NA,NA,NA,NA,MV,NA,15,1,0,FALSE,FALSE,FALSE
"Kassautzki, Anna Katharina",spd,2021,"Kassautzki, Anna Katharina_spd_2021_1",occ_1,leiterin familienservice,NA,NA,NA,NA,NA,NA,NA,MV,2,15,1,1,FALSE,FALSE,FALSE
"Adler, Sebastian",fdp,2021,"Adler, Sebastian_fdp_2021_1",occ_1,bankkaufmann,bankkaufmann frau,72112,4211,NA,NA,NA,NA,MV,3,15,1,1,FALSE,FALSE,FALSE
"Müller, Claudia Heike",greens,2021,"Müller, Claudia Heike_greens_2021_1",occ_1,betriebswirtin,betriebswirtin,71303,4322,3343,NA,NA,NA,MV,1,15,1,1,FALSE,FALSE,FALSE
"Amthor, Philipp",cdu_csu,2021,"Amthor, Philipp_cdu_csu_2021_1",occ_2,jurist,jurist,73104,2619,NA,NA,NA,NA,MV,1,16,1,1,TRUE,FALSE,FALSE
"Komning, Enrico",afd,2021,"Komning, Enrico_afd_2021_1",occ_2,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,MV,2,16,1,1,TRUE,FALSE,FALSE
"Jaschinski, Toni",left,2021,"Jaschinski, Toni_left_2021_1",occ_1,diplom kaufmann,diplom designer multim virt realität design fh uni,23224,2166,NA,NA,NA,NA,MV,4,16,1,1,FALSE,FALSE,FALSE
"Malottki, Erik",spd,2021,"Malottki, Erik_spd_2021_1",occ_1,gewerkschafter,NA,NA,NA,NA,NA,NA,NA,MV,3,16,1,1,FALSE,FALSE,FALSE
"Bartelt, Christian",fdp,2021,"Bartelt, Christian_fdp_2021_1",occ_1,zahnarzt,zahnarzt ärztin,81474,2261,NA,NA,NA,NA,MV,2,16,1,1,FALSE,FALSE,FALSE
"Horn, Katharina",greens,2021,"Horn, Katharina_greens_2021_1",occ_1,bootsbauerin,bootsbauerin neu aus und umbau,33322,7115,NA,NA,NA,NA,MV,2,16,1,1,FALSE,FALSE,FALSE
"Bunge, Stephan",cdu_csu,2021,"Bunge, Stephan_cdu_csu_2021_1",occ_1,verkehrsingenieur,verkehrsingenieur,51504,2164,NA,NA,NA,NA,MV,5,17,1,1,FALSE,FALSE,FALSE
"Schielke-Ziesing, Ulrike",afd,2021,"Schielke-Ziesing, Ulrike_afd_2021_1",occ_1,verwaltungswirtin,verwaltungswirtin,73204,2422,NA,NA,NA,NA,MV,3,17,1,1,FALSE,FALSE,FALSE
"Kanew, Amina Inèz",left,2021,"Kanew, Amina Inèz_left_2021_1",occ_1,angestellte,NA,NA,NA,NA,NA,NA,NA,MV,3,17,1,1,FALSE,FALSE,FALSE
"Arlt, Johannes",spd,2021,"Arlt, Johannes_spd_2021_1",occ_1,berufsoffizier,NA,NA,NA,NA,NA,NA,NA,MV,5,17,1,1,FALSE,FALSE,FALSE
"Schubert, Tobias",fdp,2021,"Schubert, Tobias_fdp_2021_1",occ_1,produktionsmitarbeiter,NA,NA,NA,NA,NA,NA,NA,MV,8,17,1,1,FALSE,FALSE,FALSE
"Jagszent, Falk",greens,2021,"Jagszent, Falk_greens_2021_1",occ_1,forstbeamter,NA,NA,NA,NA,NA,NA,NA,MV,NA,17,1,0,FALSE,FALSE,FALSE
"Vries, Christoph Bernhard",cdu_csu,2021,"Vries, Christoph Bernhard_cdu_csu_2021_1",occ_2,diplom soziologe,NA,NA,NA,NA,NA,NA,NA,HH,3,18,1,1,TRUE,FALSE,FALSE
"Droßmann, Falko",spd,2021,"Droßmann, Falko_spd_2021_1",occ_1,bezirksamtsleiter,bezirksamtsleiter,73294,1112,NA,NA,NA,NA,HH,NA,18,1,0,FALSE,FALSE,FALSE
"Muja, Manuel",greens,2021,"Muja, Manuel_greens_2021_1",occ_1,politikwissenschaftler,politik und verwaltungswissenschaftler,91314,2633,NA,NA,NA,NA,HH,6,18,1,1,FALSE,FALSE,FALSE
"Stoop, David Christopher",left,2021,"Stoop, David Christopher_left_2021_1",occ_1,angestellter,NA,NA,NA,NA,NA,NA,NA,HH,NA,18,1,0,FALSE,FALSE,FALSE
"Blum, James Robert",fdp,2021,"Blum, James Robert_fdp_2021_1",occ_1,kaufmann,kaufmann frau außenhandel,61212,5223,NA,NA,NA,NA,HH,7,18,1,1,FALSE,FALSE,FALSE
"Jordan, Nicole",afd,2021,"Jordan, Nicole_afd_2021_1",occ_1,rechtsanwaltsfachangestellte,rechtsanwalts und notarfachangestellte r,73112,3342,NA,NA,NA,NA,HH,3,18,1,1,FALSE,FALSE,FALSE
"Bartke, Matthias",spd,2021,"Bartke, Matthias_spd_2021_1",occ_1,jurist,jurist,73104,2619,NA,NA,NA,NA,HH,4,19,1,1,FALSE,FALSE,FALSE
"Heitmann, Linda",greens,2021,"Heitmann, Linda_greens_2021_1",occ_1,geschäftsführerin suchtkrankenhilfe,NA,NA,NA,NA,NA,NA,NA,HH,5,19,1,1,FALSE,FALSE,FALSE
"Özdemir, Cansu",left,2021,"Özdemir, Cansu_left_2021_1",occ_1,studentin,NA,NA,NA,NA,NA,NA,NA,HH,NA,19,1,0,FALSE,FALSE,FALSE
"Henrici, Fabrice",fdp,2021,"Henrici, Fabrice_fdp_2021_1",occ_1,jurist,jurist,73104,2619,NA,NA,NA,NA,HH,NA,19,1,0,FALSE,FALSE,FALSE
"Baumann, Bernd",afd,2021,"Baumann, Bernd_afd_2021_1",occ_1,kaufmann,kaufmann frau außenhandel,61212,5223,NA,NA,NA,NA,HH,1,19,1,1,FALSE,FALSE,FALSE
"Annen, Niels",spd,2021,"Annen, Niels_spd_2021_1",occ_1,auswärtigen amt,NA,NA,NA,NA,NA,NA,NA,HH,2,20,1,1,TRUE,TRUE,FALSE
"Steffen, Till Benjamin",greens,2021,"Steffen, Till Benjamin_greens_2021_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,HH,2,20,1,1,FALSE,FALSE,FALSE
"Nastić, Zaklin Jadwiga",left,2021,"Nastić, Zaklin Jadwiga_left_2021_1",occ_2,angehörigenpflegerin,NA,NA,NA,NA,NA,NA,NA,HH,1,20,1,1,TRUE,FALSE,FALSE
"Hümpel, Carolin Rebecca",fdp,2021,"Hümpel, Carolin Rebecca_fdp_2021_1",occ_1,unternehmensberaterin,unternehmensberaterin,71324,2421,NA,NA,NA,NA,HH,6,20,1,1,FALSE,FALSE,FALSE
"Cremer-Thursby, Marc Frederic",afd,2021,"Cremer-Thursby, Marc Frederic_afd_2021_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,HH,NA,20,1,0,FALSE,FALSE,FALSE
"Cremer-Thursby, Marc Frederic",afd,2021,"Cremer-Thursby, Marc Frederic_afd_2021_1",occ_2,kunsthistoriker,kunsthistoriker,94704,2621,NA,NA,NA,NA,HH,NA,20,1,0,FALSE,FALSE,FALSE
"Ploß, Christoph Johannes",cdu_csu,2021,"Ploß, Christoph Johannes_cdu_csu_2021_1",occ_1,historiker,historiker,91224,2633,NA,NA,NA,NA,HH,1,21,1,1,FALSE,FALSE,FALSE
"Martin, Dorothee Katja Julia",spd,2021,"Martin, Dorothee Katja Julia_spd_2021_1",occ_1,selbständig kommunikationsberaterin,NA,NA,NA,NA,NA,NA,NA,HH,3,21,1,1,FALSE,FALSE,FALSE
"Beck, Katharina Barbara Maria",greens,2021,"Beck, Katharina Barbara Maria_greens_2021_1",occ_1,unternehmensberaterin nachhaltigkeit,NA,NA,NA,NA,NA,NA,NA,HH,1,21,1,1,FALSE,FALSE,FALSE
"Celik, Deniz",left,2021,"Celik, Deniz_left_2021_1",occ_1,politikwissenschaftler,politik und verwaltungswissenschaftler,91314,2633,NA,NA,NA,NA,HH,2,21,1,1,FALSE,FALSE,FALSE
"Bläsing, Robert",fdp,2021,"Bläsing, Robert_fdp_2021_1",occ_1,verwaltungsbeamter,NA,NA,NA,NA,NA,NA,NA,HH,5,21,1,1,FALSE,FALSE,FALSE
"Mennerich, Benjamin",afd,2021,"Mennerich, Benjamin_afd_2021_1",occ_1,wissenschaftlich mitarbeiter,NA,NA,NA,NA,NA,NA,NA,HH,5,21,1,1,FALSE,FALSE,FALSE
"Hoppermann, Franziska Christina Brigitte",cdu_csu,2021,"Hoppermann, Franziska Christina Brigitte_cdu_csu_2021_1",occ_1,ltd regierungsdirektorin,NA,NA,NA,NA,NA,NA,NA,HH,2,22,1,1,FALSE,FALSE,FALSE
"Özoğuz, Saliha Aydan",spd,2021,"Özoğuz, Saliha Aydan_spd_2021_1",occ_2,a d,NA,NA,NA,NA,NA,NA,NA,HH,1,22,1,1,TRUE,FALSE,FALSE
"Grimm, Daniel Alexander",greens,2021,"Grimm, Daniel Alexander_greens_2021_1",occ_1,senior copywriter werbetexter,NA,NA,NA,NA,NA,NA,NA,HH,NA,22,1,0,FALSE,FALSE,FALSE
"Graßhoff, Johan",left,2021,"Graßhoff, Johan_left_2021_1",occ_1,straßensozialarbeiter obdachlose menschen,straßensozialarbeiter,83124,2635,NA,NA,NA,NA,HH,4,22,1,1,FALSE,FALSE,FALSE
"Schinnenburg, Wieland Albert Wilhelm",fdp,2021,"Schinnenburg, Wieland Albert Wilhelm_fdp_2021_1",occ_1,zahnarzt,zahnarzt ärztin,81474,2261,NA,NA,NA,NA,HH,NA,22,1,0,FALSE,FALSE,FALSE
"Schinnenburg, Wieland Albert Wilhelm",fdp,2021,"Schinnenburg, Wieland Albert Wilhelm_fdp_2021_1",occ_2,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,HH,NA,22,1,0,FALSE,FALSE,FALSE
"Wagner, Dietmar Werner",afd,2021,"Wagner, Dietmar Werner_afd_2021_1",occ_1,schulleiter i r,NA,NA,NA,NA,NA,NA,NA,HH,4,22,1,1,FALSE,FALSE,FALSE
"Schneider, Uwe Günther",cdu_csu,2021,"Schneider, Uwe Günther_cdu_csu_2021_1",occ_1,kaufm angestellter,NA,NA,NA,NA,NA,NA,NA,HH,6,23,1,1,FALSE,FALSE,FALSE
"Hakverdi, Metin",spd,2021,"Hakverdi, Metin_spd_2021_1",occ_1,volljurist,volljurist,73104,2619,NA,NA,NA,NA,HH,6,23,1,1,FALSE,FALSE,FALSE
"Sarrazin, Manuel Ferdinand Theodor",greens,2021,"Sarrazin, Manuel Ferdinand Theodor_greens_2021_1",occ_1,historiker,historiker,91224,2633,NA,NA,NA,NA,HH,4,23,1,1,FALSE,FALSE,FALSE
"Jersch, Stephan Rüdiger",left,2021,"Jersch, Stephan Rüdiger_left_2021_1",occ_1,systemanalytiker,systemanalytiker,43214,2511,NA,NA,NA,NA,HH,NA,23,1,0,FALSE,FALSE,FALSE
"Jacobsen, Sonja Julia",fdp,2021,"Jacobsen, Sonja Julia_fdp_2021_1",occ_1,tv journalistin,NA,NA,NA,NA,NA,NA,NA,HH,NA,23,1,0,FALSE,FALSE,FALSE
"Petersen, Olga",afd,2021,"Petersen, Olga_afd_2021_1",occ_1,arzthelferin,arzthelferin,81102,3256,NA,NA,NA,NA,HH,2,23,1,1,FALSE,FALSE,FALSE
"Petersen, Olga",afd,2021,"Petersen, Olga_afd_2021_1",occ_2,op assistenz,NA,NA,NA,NA,NA,NA,NA,HH,2,23,1,1,FALSE,FALSE,FALSE
"Kleen, Joachim Lübbo",cdu_csu,2021,"Kleen, Joachim Lübbo_cdu_csu_2021_1",occ_1,tierarzt,tierarzt ärztin haus und heimtiere,81524,2250,NA,NA,NA,NA,NI,27,24,1,1,FALSE,FALSE,FALSE
"Buss, Sarah",fdp,2021,"Buss, Sarah_fdp_2021_1",occ_1,richterin am amtsgericht,NA,NA,NA,NA,NA,NA,NA,NI,11,24,1,1,FALSE,FALSE,FALSE
"Maas, Stefan",greens,2021,"Maas, Stefan_greens_2021_1",occ_1,arzt,arzt ärztin,81404,2211,NA,NA,NA,NA,NI,30,24,1,1,FALSE,FALSE,FALSE
"Albers, Friedrich-Bernd",left,2021,"Albers, Friedrich-Bernd_left_2021_1",occ_1,industrieelektroniker,industrieelektroniker,26122,7421,NA,NA,NA,NA,NI,NA,24,1,0,FALSE,FALSE,FALSE
"Connemann, Gitta",cdu_csu,2021,"Connemann, Gitta_cdu_csu_2021_1",occ_2,volljuristin,volljuristin,73104,2619,NA,NA,NA,NA,NI,3,25,1,1,TRUE,FALSE,FALSE
"Troff-Schaffarzyk, Anja",spd,2021,"Troff-Schaffarzyk, Anja_spd_2021_1",occ_1,diplom pädagogin,NA,NA,NA,NA,NA,NA,NA,NI,14,25,1,1,FALSE,FALSE,FALSE
"Asi, Ferhat",fdp,2021,"Asi, Ferhat_fdp_2021_1",occ_1,student öffentl management,NA,NA,NA,NA,NA,NA,NA,NI,22,25,1,1,FALSE,FALSE,FALSE
"Kühnlenz, Holger Uwe",afd,2021,"Kühnlenz, Holger Uwe_afd_2021_1",occ_1,fachkraft arbeitssicherheit,fachkraft arbeitssicherheit,53123,3257,NA,NA,NA,NA,NI,NA,25,1,0,FALSE,FALSE,FALSE
"Pahlke, Julian Nils Christoph",greens,2021,"Pahlke, Julian Nils Christoph_greens_2021_1",occ_1,referent,referent bildung,84404,2320,NA,NA,NA,NA,NI,12,25,1,1,FALSE,FALSE,FALSE
"Jesiek, Kai-Uwe",left,2021,"Jesiek, Kai-Uwe_left_2021_1",occ_1,rentner,NA,NA,NA,NA,NA,NA,NA,NI,NA,25,1,0,FALSE,FALSE,FALSE
"Janssen, Anne",cdu_csu,2021,"Janssen, Anne_cdu_csu_2021_1",occ_1,lehrerin,lehrerin,84124,2330,NA,NA,NA,NA,NI,6,26,1,1,FALSE,FALSE,FALSE
"Möller, Siemtje Victoria Regine Ilse Santjer",spd,2021,"Möller, Siemtje Victoria Regine Ilse Santjer_spd_2021_1",occ_1,lehrerin,lehrerin,84124,2330,NA,NA,NA,NA,NI,6,26,1,1,FALSE,FALSE,FALSE
"Theemann, Hendrik",fdp,2021,"Theemann, Hendrik_fdp_2021_1",occ_1,soldat,soldat,01402,0310,NA,NA,NA,NA,NI,20,26,1,1,FALSE,FALSE,FALSE
"Wundrak, Franz Josef Joachim",afd,2021,"Wundrak, Franz Josef Joachim_afd_2021_1",occ_1,beamter i r,NA,NA,NA,NA,NA,NA,NA,NI,1,26,1,1,FALSE,FALSE,FALSE
"Beckmann, Sina Maria",greens,2021,"Beckmann, Sina Maria_greens_2021_1",occ_1,unternehmerin,unternehmerin,71104,1120,NA,NA,NA,NA,NI,21,26,1,1,FALSE,FALSE,FALSE
"Adler, Hans-Henning",left,2021,"Adler, Hans-Henning_left_2021_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NI,NA,26,1,0,FALSE,FALSE,FALSE
"Albani, Stephan Theodor Johannes",cdu_csu,2021,"Albani, Stephan Theodor Johannes_cdu_csu_2021_1",occ_1,diplom physiker,NA,NA,NA,NA,NA,NA,NA,NI,11,27,1,1,FALSE,FALSE,FALSE
"Rohde, Dennis",spd,2021,"Rohde, Dennis_spd_2021_1",occ_2,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NI,7,27,1,1,TRUE,FALSE,FALSE
"Rüdel, Daniel Stephan",fdp,2021,"Rüdel, Daniel Stephan_fdp_2021_1",occ_1,pilot,pilot,52313,3153,NA,NA,NA,NA,NI,10,27,1,1,FALSE,FALSE,FALSE
"Paul, Andreas",afd,2021,"Paul, Andreas_afd_2021_1",occ_1,offizier,offizier,01104,0110,NA,NA,NA,NA,NI,NA,27,1,0,FALSE,FALSE,FALSE
"Menge, Patrizia Susanne",greens,2021,"Menge, Patrizia Susanne_greens_2021_1",occ_1,mitglied des landtages,NA,NA,NA,NA,NA,NA,NA,NI,13,27,1,1,FALSE,FALSE,FALSE
"Menge, Patrizia Susanne",greens,2021,"Menge, Patrizia Susanne_greens_2021_1",occ_2,studienrätin,NA,NA,NA,NA,NA,NA,NA,NI,13,27,1,1,FALSE,FALSE,FALSE
"Mohamed Ali, Amira",left,2021,"Mohamed Ali, Amira_left_2021_1",occ_1,rechtsanwältin,NA,NA,NA,NA,NA,NA,NA,NI,1,27,1,1,FALSE,FALSE,FALSE
