occupation,has_domain,domain,clean_title
stellvertretender chefredakteur,FALSE,NA,stellvertretender chefredakteur
energieanlageninstallateur,FALSE,NA,energieanlageninstallateur
textil ingenieur,FALSE,NA,textil ingenieur
physikochemiker mdb,FALSE,NA,physikochemiker mdb
sparkassenbetriebswirt,FALSE,NA,sparkassenbetriebswirt
diplomagraringenieur,FALSE,NA,diplomagraringenieur
versicherungskaufmann,FALSE,NA,versicherungskaufmann
mitglied deutschen bundestages,FALSE,NA,mitglied deutschen bundestages
staatsminister a d,FALSE,NA,staatsminister a d
physiker selbstaendig,FALSE,NA,physiker selbstaendig
mittelstaendischer unternehmer,FALSE,NA,mittelstaendischer unternehmer
rechtsanwaeltin mdb,FALSE,NA,rechtsanwaeltin mdb
wissenschaftlische assistentin,FALSE,NA,wissenschaftlische assistentin
diplomhandelslehrer textilkaufmann,FALSE,NA,diplomhandelslehrer textilkaufmann
diplom ingenieur fuer elektrotechnik,FALSE,NA,diplom ingenieur fuer elektrotechnik
buchhaendlerin,FALSE,NA,buchhaendlerin
studienassessor,FALSE,NA,studienassessor
diplom paedagoge,FALSE,NA,diplom paedagoge
lithograph,FALSE,NA,lithograph
diplom kaufmann,FALSE,NA,diplom kaufmann
landesbeamter,FALSE,NA,landesbeamter
professor fuer oeffentliches recht,FALSE,NA,professor fuer oeffentliches recht
ingenieur mdb,FALSE,NA,ingenieur mdb
bundesminister justiz,FALSE,NA,bundesminister justiz
diplom ing winzer kaufmann,FALSE,NA,diplom ing winzer kaufmann
parlamentarischer geschaeftsfuehrer mdb,FALSE,NA,parlamentarischer geschaeftsfuehrer mdb
hochschulassistent,FALSE,NA,hochschulassistent
oberstudienrat diplomphysiker,FALSE,NA,oberstudienrat diplomphysiker
stellvertretender direktor,FALSE,NA,stellvertretender direktor
buchhaendler,FALSE,NA,buchhaendler
diplom ingenieur agr,FALSE,NA,diplom ingenieur agr
diplom politotologe,FALSE,NA,diplom politotologe
erzieherin,FALSE,NA,erzieherin
technischer bundesbahnbeamter,FALSE,NA,technischer bundesbahnbeamter
sozialpaedagoge,FALSE,NA,sozialpaedagoge
bau ingenieur,FALSE,NA,bau ingenieur
zahnarzt,FALSE,NA,zahnarzt
industrie designer,FALSE,NA,industrie designer
krankenpfleger,FALSE,NA,krankenpfleger
studienraetin,FALSE,NA,studienraetin
forstoberamtsrat,FALSE,NA,forstoberamtsrat
parlamentarischer staatssekretaer agraringenieur,FALSE,NA,parlamentarischer staatssekretaer agraringenieur
oberstudiendirektor a d mdb,FALSE,NA,oberstudiendirektor a d mdb
immobilienkaufmann,FALSE,NA,immobilienkaufmann
rechtsanwalt u notar mdb,FALSE,NA,rechtsanwalt u notar mdb
bergwerksdirektor,FALSE,NA,bergwerksdirektor
staatsanwalt a d,FALSE,NA,staatsanwalt a d
metallfacharbeiter betriebselektriker,FALSE,NA,metallfacharbeiter betriebselektriker
handelsschulrat,FALSE,NA,handelsschulrat
paedagoge justizvollzug,FALSE,NA,paedagoge justizvollzug
diplom ingenieur fh,FALSE,NA,diplom ingenieur fh
bundesminister a d mdb,FALSE,NA,bundesminister a d mdb
gewerkschaftsvorsitzender parlamentarischer staatssekretaer a d,FALSE,NA,gewerkschaftsvorsitzender parlamentarischer staatssekretaer a d
parlamentarischer staatssekretaer rechtsanwalt,FALSE,NA,parlamentarischer staatssekretaer rechtsanwalt
reformwarenfachkaufmann,FALSE,NA,reformwarenfachkaufmann
parl staatssekretaer a d mdb,FALSE,NA,parl staatssekretaer a d mdb
architekt diplom ingenieur,FALSE,NA,architekt diplom ingenieur
studentin,FALSE,NA,studentin
diplomchemiker staatsminister a d mdb,FALSE,NA,diplomchemiker staatsminister a d mdb
schiffahrtskaufmann,FALSE,NA,schiffahrtskaufmann
landrat a d rechtsanwalt mdb,FALSE,NA,landrat a d rechtsanwalt mdb
jugendamtsleiter mdb,FALSE,NA,jugendamtsleiter mdb
volkswirt mdb,FALSE,NA,volkswirt mdb
diplom volkswirt geschaeftsfuehrer,FALSE,NA,diplom volkswirt geschaeftsfuehrer
baecker konditormeister,FALSE,NA,baecker konditormeister
politischer redakteur,FALSE,NA,politischer redakteur
studienrat mdl,FALSE,NA,studienrat mdl
staatlich gepruefter landwirt,FALSE,NA,staatlich gepruefter landwirt
rechtspfleger,FALSE,NA,rechtspfleger
narkosearzt,FALSE,NA,narkosearzt
abteilungssteiger,FALSE,NA,abteilungssteiger
diplom wirtschaftsingenieur,FALSE,NA,diplom wirtschaftsingenieur
autor,FALSE,NA,autor
selbstaendiger aussenhandelskaufmann,FALSE,NA,selbstaendiger aussenhandelskaufmann
amtsrat a d,FALSE,NA,amtsrat a d
professorin,FALSE,NA,professorin
akademischer rat diplom soziologe,FALSE,NA,akademischer rat diplom soziologe
diplom volkswirt einzelhandelskaufmann,FALSE,NA,diplom volkswirt einzelhandelskaufmann
op schwester,FALSE,NA,op schwester
baeckermeister mdb,FALSE,NA,baeckermeister mdb
schriftsteller,FALSE,NA,schriftsteller
ergotherapeutin,FALSE,NA,ergotherapeutin
nebenamtlicher lehrer,FALSE,NA,nebenamtlicher lehrer
landwirt agraringenieur,FALSE,NA,landwirt agraringenieur
schweisser,FALSE,NA,schweisser
facharzt h n o,FALSE,NA,facharzt h n o
hauptmann,FALSE,NA,hauptmann
diplom ingenieur stadt regionalplaner,FALSE,NA,diplom ingenieur stadt regionalplaner
diplom ingenieur architekt bda,FALSE,NA,diplom ingenieur architekt bda
diplomingenieur,FALSE,NA,diplomingenieur
pfarrer studiendirektor,FALSE,NA,pfarrer studiendirektor
religionslehrerin,FALSE,NA,religionslehrerin
verwaltungsraetin eg politologin,FALSE,NA,verwaltungsraetin eg politologin
teilezurichter,FALSE,NA,teilezurichter
stellvertretender geschaeftsfuehrer,FALSE,NA,stellvertretender geschaeftsfuehrer
archivar,FALSE,NA,archivar
verbandsdirektor a d,FALSE,NA,verbandsdirektor a d
schlossermeister,FALSE,NA,schlossermeister
kundendienstmonteur,FALSE,NA,kundendienstmonteur
verleger,FALSE,NA,verleger
beamter diplom ingenieur,FALSE,NA,beamter diplom ingenieur
diplom forstwirt,FALSE,NA,diplom forstwirt
werbefachmann,FALSE,NA,werbefachmann
pressesprecher,FALSE,NA,pressesprecher
praktischer betriebswirt,FALSE,NA,praktischer betriebswirt
verwaltungsjurist mdb,FALSE,NA,verwaltungsjurist mdb
psychotherapeut,FALSE,NA,psychotherapeut
richter am landgericht,FALSE,NA,richter am landgericht
informatiker,FALSE,NA,informatiker
bueroleiterin,FALSE,NA,bueroleiterin
kaufmaennischer angestellter mdb,FALSE,NA,kaufmaennischer angestellter mdb
technischer beamter,FALSE,NA,technischer beamter
vizepraesident des bundesgesundheitsamtes a d,FALSE,NA,vizepraesident des bundesgesundheitsamtes a d
raumplaner diplom ingenieur,FALSE,NA,raumplaner diplom ingenieur
fraktionsgeschaeftsfuehrer diplom soziologe,FALSE,NA,fraktionsgeschaeftsfuehrer diplom soziologe
chefsekretaerin,FALSE,NA,chefsekretaerin
tiefbauunternhemer,FALSE,NA,tiefbauunternhemer
beratender ingenieur,FALSE,NA,beratender ingenieur
amtmann notardienst a d mdb,FALSE,NA,amtmann notardienst a d mdb
bundeswirtschaftsminister,FALSE,NA,bundeswirtschaftsminister
edv kaufmann erzieher,FALSE,NA,edv kaufmann erzieher
schlossermeister ingenieur grad,FALSE,NA,schlossermeister ingenieur grad
staatlich anerkannter sozialarbeiter,FALSE,NA,staatlich anerkannter sozialarbeiter
bankkauffrau,FALSE,NA,bankkauffrau
oberstleutnant bundeswehr,FALSE,NA,oberstleutnant bundeswehr
diplom ingenieur fuer bauwesen mdb,FALSE,NA,diplom ingenieur fuer bauwesen mdb
historikerin mdb,FALSE,NA,historikerin mdb
diplom kaufmann unternehmensberater,FALSE,NA,diplom kaufmann unternehmensberater
diakon sportlehrer,FALSE,NA,diakon sportlehrer
zimmerer,FALSE,NA,zimmerer
paedagoge,FALSE,NA,paedagoge
graphik designer,FALSE,NA,graphik designer
parlamentarischer staatssekretaer a d,FALSE,NA,parlamentarischer staatssekretaer a d
volkswirt,FALSE,NA,volkswirt
diplom verwaltungswissenschaftler,FALSE,NA,diplom verwaltungswissenschaftler
raffinerieleiter,FALSE,NA,raffinerieleiter
heizungstechniker,FALSE,NA,heizungstechniker
verwaltungsrichterin,FALSE,NA,verwaltungsrichterin
bundesminister a d diplom volkswirt,FALSE,NA,bundesminister a d diplom volkswirt
lehrer am gymnasium,FALSE,NA,lehrer am gymnasium
diplom biologe,FALSE,NA,diplom biologe
grund hauptschullehrer,FALSE,NA,grund hauptschullehrer
diplom biologin,FALSE,NA,diplom biologin
chemiker i r,FALSE,NA,chemiker i r
akademischer direktor,FALSE,NA,akademischer direktor
maschinenbaumeister diplom handelslehrer,FALSE,NA,maschinenbaumeister diplom handelslehrer
numismatiker,FALSE,NA,numismatiker
systemprogrammierer,FALSE,NA,systemprogrammierer
feinmechaniker mdb,FALSE,NA,feinmechaniker mdb
fluglotse,FALSE,NA,fluglotse
urologe,FALSE,NA,urologe
diplom ingenieur fuer landbau fh mdb,FALSE,NA,diplom ingenieur fuer landbau fh mdb
vermessungsingenieur,FALSE,NA,vermessungsingenieur
buerokaufmann,FALSE,NA,buerokaufmann
bergrat diplom ingenieur,FALSE,NA,bergrat diplom ingenieur
hochschullehrer mdb,FALSE,NA,hochschullehrer mdb
dreher,FALSE,NA,dreher
restauratorin,FALSE,NA,restauratorin
freischaffender maler,FALSE,NA,freischaffender maler
beigeordneter stadt koblenz a d,FALSE,NA,beigeordneter stadt koblenz a d
marktforscher,FALSE,NA,marktforscher
unternehmensberater,FALSE,NA,unternehmensberater
mitglied des hessischen landtages,FALSE,NA,mitglied des hessischen landtages
bundesbankamtsinspektor a d,FALSE,NA,bundesbankamtsinspektor a d
staatssekretaer a d,FALSE,NA,staatssekretaer a d
parlamentarischer staatssekretaer mdb,FALSE,NA,parlamentarischer staatssekretaer mdb
bundesbankdirektor a d mdb,FALSE,NA,bundesbankdirektor a d mdb
diplom volkswirt mdl,FALSE,NA,diplom volkswirt mdl
rentnerin,FALSE,NA,rentnerin
schriftstellerin,FALSE,NA,schriftstellerin
bauingenieur grad,FALSE,NA,bauingenieur grad
maschinenschlosser gewerkschaftssekretaer,FALSE,NA,maschinenschlosser gewerkschaftssekretaer
diplom geograph,FALSE,NA,diplom geograph
bergingenieur,FALSE,NA,bergingenieur
erster stadtrat a d,FALSE,NA,erster stadtrat a d
arbeiter,FALSE,NA,arbeiter
oberpostdirektor a d mdb,FALSE,NA,oberpostdirektor a d mdb
bundesminister diplom chemiker,FALSE,NA,bundesminister diplom chemiker
hauptamtlicher kreisbeigeordneter,FALSE,NA,hauptamtlicher kreisbeigeordneter
oberinspektor,FALSE,NA,oberinspektor
redakteurin,FALSE,NA,redakteurin
berufsberater mdb,FALSE,NA,berufsberater mdb
forstdirektor,FALSE,NA,forstdirektor
personalreferent,FALSE,NA,personalreferent
diplom handelslehrer,FALSE,NA,diplom handelslehrer
architektin,FALSE,NA,architektin
geschaeftsfuehrer i r,FALSE,NA,geschaeftsfuehrer i r
wohnungswirtschaftskaufmann,FALSE,NA,wohnungswirtschaftskaufmann
graphiker mdb,FALSE,NA,graphiker mdb
verwaltungsoberinspektor,FALSE,NA,verwaltungsoberinspektor
winzer mdb,FALSE,NA,winzer mdb
kunst bauschlossermeister,FALSE,NA,kunst bauschlossermeister
kirchlicher angestellter,FALSE,NA,kirchlicher angestellter
chemiearbeiter,FALSE,NA,chemiearbeiter
stadtamtmann a d,FALSE,NA,stadtamtmann a d
direktor am gymnasium,FALSE,NA,direktor am gymnasium
diplom landwirt,FALSE,NA,diplom landwirt
radiochemiker,FALSE,NA,radiochemiker
taxifahrer,FALSE,NA,taxifahrer
goldschmied,FALSE,NA,goldschmied
rechtsanwalt regierungsrat a d mdb,FALSE,NA,rechtsanwalt regierungsrat a d mdb
parlamentarischer berater,FALSE,NA,parlamentarischer berater
referendarin,FALSE,NA,referendarin
leitender regierungsdirektor a d mdb,FALSE,NA,leitender regierungsdirektor a d mdb
studienrat a d,FALSE,NA,studienrat a d
auslandskorrespondentin,FALSE,NA,auslandskorrespondentin
freiberuflicher dozent fuer erwachsenenbildung,FALSE,NA,freiberuflicher dozent fuer erwachsenenbildung
rettungssanitaeter,FALSE,NA,rettungssanitaeter
pelzkaufmann,FALSE,NA,pelzkaufmann
studienreferendar schreinergeselle,FALSE,NA,studienreferendar schreinergeselle
verbandssekretaer,FALSE,NA,verbandssekretaer
gewerkschaftssekretaer mdb,FALSE,NA,gewerkschaftssekretaer mdb
diplom volkswirtin mdb,FALSE,NA,diplom volkswirtin mdb
diplom ingenieur architekt,FALSE,NA,diplom ingenieur architekt
wirtschaftsjurist mdb,FALSE,NA,wirtschaftsjurist mdb
gewerkschaftssekretaerin mdb,FALSE,NA,gewerkschaftssekretaerin mdb
diplom sozialpaedagoge,FALSE,NA,diplom sozialpaedagoge
diplom chemiker energieberater,FALSE,NA,diplom chemiker energieberater
buergermeister a d mdb,FALSE,NA,buergermeister a d mdb
seelotse,FALSE,NA,seelotse
diplom betriebswirt,FALSE,NA,diplom betriebswirt
stadtrat,FALSE,NA,stadtrat
studentin arch hausfrau,FALSE,NA,studentin arch hausfrau
kriminalbeamtin,FALSE,NA,kriminalbeamtin
bauunternehmer,FALSE,NA,bauunternehmer
diplom theologe diplom soziologe,FALSE,NA,diplom theologe diplom soziologe
schuelerin,FALSE,NA,schuelerin
diplom ingenieur mdb,FALSE,NA,diplom ingenieur mdb
parlamentarischer staatssekretaer stadtdirektor a d,FALSE,NA,parlamentarischer staatssekretaer stadtdirektor a d
oberstudienrat mdl,FALSE,NA,oberstudienrat mdl
forstwirt,FALSE,NA,forstwirt
verwaltungsbeamter mdb,FALSE,NA,verwaltungsbeamter mdb
arbeitsloser,FALSE,NA,arbeitsloser
fachhochschulprofessor mdb,FALSE,NA,fachhochschulprofessor mdb
selbstaendig,FALSE,NA,selbstaendig
agraringenieur angestellter,FALSE,NA,agraringenieur angestellter
betriebswirt grad,FALSE,NA,betriebswirt grad
sonderschulrektor,FALSE,NA,sonderschulrektor
rechtsanwalt mdl,FALSE,NA,rechtsanwalt mdl
verwaltungsamtmann a d,FALSE,NA,verwaltungsamtmann a d
universitaetsprofessorin mdb,FALSE,NA,universitaetsprofessorin mdb
baukaufmann,FALSE,NA,baukaufmann
fremdsprachenassistentin hausfrau,FALSE,NA,fremdsprachenassistentin hausfrau
kraftfahrzeugschlosser,FALSE,NA,kraftfahrzeugschlosser
diplom soziologe,FALSE,NA,diplom soziologe
oberamtsrat a d,FALSE,NA,oberamtsrat a d
bundesminister des inneren mdb,FALSE,NA,bundesminister des inneren mdb
cand rer pol,FALSE,NA,cand rer pol
apothekerin mdb,FALSE,NA,apothekerin mdb
kinder sportarzt,FALSE,NA,kinder sportarzt
mdb,FALSE,NA,mdb
arzt fuer radiologie,FALSE,NA,arzt fuer radiologie
werkzeugmacher geschaeftsfuehrer,FALSE,NA,werkzeugmacher geschaeftsfuehrer
schulleiterin,FALSE,NA,schulleiterin
diplomsozial paedagogin,FALSE,NA,diplomsozial paedagogin
hausfrau dolmetscherin,FALSE,NA,hausfrau dolmetscherin
geschaeftsfuehrer hausmann,FALSE,NA,geschaeftsfuehrer hausmann
speditionskaufmann student,FALSE,NA,speditionskaufmann student
diplomsportlehrer,FALSE,NA,diplomsportlehrer
leitender kaufmaennischer angestellter,FALSE,NA,leitender kaufmaennischer angestellter
politologe,FALSE,NA,politologe
mdb redakteur,FALSE,NA,mdb redakteur
beschaeftigungs u arbeitstherapeut,FALSE,NA,beschaeftigungs u arbeitstherapeut
fachoberlehrer,FALSE,NA,fachoberlehrer
staendige vertreterin des polizeipraesidenten,FALSE,NA,staendige vertreterin des polizeipraesidenten
diplom chemikerin,FALSE,NA,diplom chemikerin
richter am verwaltungsgericht,FALSE,NA,richter am verwaltungsgericht
staatssekretaer,FALSE,NA,staatssekretaer
speditionskauffrau,FALSE,NA,speditionskauffrau
hauptschullehrer a d mdb,FALSE,NA,hauptschullehrer a d mdb
referent fuer erwachsenenbildung,FALSE,NA,referent fuer erwachsenenbildung
physiko chemiker mdb,FALSE,NA,physiko chemiker mdb
aerztin,FALSE,NA,aerztin
oberamtsrat,FALSE,NA,oberamtsrat
regierungsoberrat a d mdb,FALSE,NA,regierungsoberrat a d mdb
landfrau mdb,FALSE,NA,landfrau mdb
industriekauffrau,FALSE,NA,industriekauffrau
qualitaetsstellenleiter,FALSE,NA,qualitaetsstellenleiter
gewerkschaftssekretaerin,FALSE,NA,gewerkschaftssekretaerin
kraftfahrer,FALSE,NA,kraftfahrer
verlagslektor,FALSE,NA,verlagslektor
gerichtsreferendar,FALSE,NA,gerichtsreferendar
diplom haushaltswissenschaftlerin mdb,FALSE,NA,diplom haushaltswissenschaftlerin mdb
diplomingenieur mdb,FALSE,NA,diplomingenieur mdb
diplom ingenieur kaufmann winzer,FALSE,NA,diplom ingenieur kaufmann winzer
verlagsleiter,FALSE,NA,verlagsleiter
selbstaendiger diplom wirtschaftsingenieur fh,FALSE,NA,selbstaendiger diplom wirtschaftsingenieur fh
amtsanwalt,FALSE,NA,amtsanwalt
kirchenmusiker,FALSE,NA,kirchenmusiker
agrar diplom ingenieur,FALSE,NA,agrar diplom ingenieur
verwaltungsamtsrat,FALSE,NA,verwaltungsamtsrat
kapitaen zur see a d,FALSE,NA,kapitaen zur see a d
mdb diplommathematiker,FALSE,NA,mdb diplommathematiker
konrektor,FALSE,NA,konrektor
baeuerin,FALSE,NA,baeuerin
dioezesansekretaer,FALSE,NA,dioezesansekretaer
gas wasserinstallateur,FALSE,NA,gas wasserinstallateur
juristin,FALSE,NA,juristin
stadtaltenpfleger,FALSE,NA,stadtaltenpfleger
hochschullehrerin,FALSE,NA,hochschullehrerin
akquisiteur,FALSE,NA,akquisiteur
fotograf,FALSE,NA,fotograf
generalsekretaer cdu deutschlands,FALSE,NA,generalsekretaer cdu deutschlands
facharbeiter,FALSE,NA,facharbeiter
bergwerksdirektor assessor des bergfachs,FALSE,NA,bergwerksdirektor assessor des bergfachs
gesamtschullehrerin,FALSE,NA,gesamtschullehrerin
muellermeister landwirt mdb,FALSE,NA,muellermeister landwirt mdb
bundesgeschaeftsfuehrer mdb,FALSE,NA,bundesgeschaeftsfuehrer mdb
zahntechniker,FALSE,NA,zahntechniker
wissenschaftliche mitarbeiterin,FALSE,NA,wissenschaftliche mitarbeiterin
diplomingenieur geschaeftsfuehrer,FALSE,NA,diplomingenieur geschaeftsfuehrer
polizeihauptkommissar diplom verwaltungswirt,FALSE,NA,polizeihauptkommissar diplom verwaltungswirt
journalist schriftsteller,FALSE,NA,journalist schriftsteller
landrat,FALSE,NA,landrat
kauffrau,FALSE,NA,kauffrau
diplompsychologin,FALSE,NA,diplompsychologin
oberkreisdirektor,FALSE,NA,oberkreisdirektor
e schweisser mdb,FALSE,NA,e schweisser mdb
mdb gewerkschaftsvorsitzender,FALSE,NA,mdb gewerkschaftsvorsitzender
studiendirektorin,FALSE,NA,studiendirektorin
statistiker,FALSE,NA,statistiker
diplom ingenieur leitender angestellter,FALSE,NA,diplom ingenieur leitender angestellter
staatsminister a d diplomchemikerin mdb,FALSE,NA,staatsminister a d diplomchemikerin mdb
reeder,FALSE,NA,reeder
feuerwehrbeamter,FALSE,NA,feuerwehrbeamter
baecker konditormeister,FALSE,NA,baecker konditormeister
politischer redakteur mdb,FALSE,NA,politischer redakteur mdb
diplom kaufmann mdb,FALSE,NA,diplom kaufmann mdb
stadtverbandspraesident a d,FALSE,NA,stadtverbandspraesident a d
exportkaufmann,FALSE,NA,exportkaufmann
staatssekretaer a d professor,FALSE,NA,staatssekretaer a d professor
privatdozentin,FALSE,NA,privatdozentin
bauingenieurin,FALSE,NA,bauingenieurin
buergermeister a d mdl,FALSE,NA,buergermeister a d mdl
generalmajor a d,FALSE,NA,generalmajor a d
chemielaborantin,FALSE,NA,chemielaborantin
paedagogischer mitarbeiter,FALSE,NA,paedagogischer mitarbeiter
autolackierer,FALSE,NA,autolackierer
berufsschullehrer diplomingenieur,FALSE,NA,berufsschullehrer diplomingenieur
internist,FALSE,NA,internist
obersekretaer a d,FALSE,NA,obersekretaer a d
bankkaufmann diplom volkswirt,FALSE,NA,bankkaufmann diplom volkswirt
volksschullehrer,FALSE,NA,volksschullehrer
bundesbeamter,FALSE,NA,bundesbeamter
praesident des deutschen bundestages,FALSE,NA,praesident des deutschen bundestages
geologe,FALSE,NA,geologe
beamter a d mdb,FALSE,NA,beamter a d mdb
industrie kaufmann,FALSE,NA,industrie kaufmann
diplom psychologe wissenschaftlicher universitaetsangestellter,FALSE,NA,diplom psychologe wissenschaftlicher universitaetsangestellter
selbstaendige kauffrau,FALSE,NA,selbstaendige kauffrau
geschaeftsfuehrer gewerkschaft ngg,FALSE,NA,geschaeftsfuehrer gewerkschaft ngg
eg verwaltungsraetin mdb,FALSE,NA,eg verwaltungsraetin mdb
journalist pfarrer,FALSE,NA,journalist pfarrer
verkaufsleiter,FALSE,NA,verkaufsleiter
arzt fuer anaesthesie,FALSE,NA,arzt fuer anaesthesie
elektrotechniker,FALSE,NA,elektrotechniker
diplomforstwirt,FALSE,NA,diplomforstwirt
sonderschulkonrektor,FALSE,NA,sonderschulkonrektor
publizist mdb,FALSE,NA,publizist mdb
marketing berater,FALSE,NA,marketing berater
dolmetscherin,FALSE,NA,dolmetscherin
diplom designer,FALSE,NA,diplom designer
diplom agraringenieurin,FALSE,NA,diplom agraringenieurin
diplomhandelslehrer,FALSE,NA,diplomhandelslehrer
baukaufmann prokurist mdb,FALSE,NA,baukaufmann prokurist mdb
lehrerin hausfrau,FALSE,NA,lehrerin hausfrau
realschuldirektor a d,FALSE,NA,realschuldirektor a d
bauer,FALSE,NA,bauer
studentin journalistin,FALSE,NA,studentin journalistin
theologe,FALSE,NA,theologe
diplomvolkswirt generalsekretaer,FALSE,NA,diplomvolkswirt generalsekretaer
vizepraesident des bundesgesundheitsamtes a d,FALSE,NA,vizepraesident des bundesgesundheitsamtes a d
sonderschullehrerin,FALSE,NA,sonderschullehrerin
technischer zeichner,FALSE,NA,technischer zeichner
diplom agraringenieur landwirtschaftsdirektor a d mdb,FALSE,NA,diplom agraringenieur landwirtschaftsdirektor a d mdb
kinderaerztin,FALSE,NA,kinderaerztin
diplom lebensmitteltechnologe,FALSE,NA,diplom lebensmitteltechnologe
oberstleutnant,FALSE,NA,oberstleutnant
diplom ingenieur fuer bauwesen mdb,FALSE,NA,diplom ingenieur fuer bauwesen mdb
mdb oberstudienrat a d,FALSE,NA,mdb oberstudienrat a d
regierungsdirektorin,FALSE,NA,regierungsdirektorin
pharmareferent,FALSE,NA,pharmareferent
mutter,FALSE,NA,mutter
altenpflegerin,FALSE,NA,altenpflegerin
geschaeftsfuehrender gesellschafter,FALSE,NA,geschaeftsfuehrender gesellschafter
busunternehmer,FALSE,NA,busunternehmer
erster gewerkschaftsbevollmaechtigter,FALSE,NA,erster gewerkschaftsbevollmaechtigter
m a aussenstellenleiter,FALSE,NA,m a aussenstellenleiter
staedtischer oberrechtsrat,FALSE,NA,staedtischer oberrechtsrat
strahlenschutz assistentin,FALSE,NA,strahlenschutz assistentin
pharmakaufmann,FALSE,NA,pharmakaufmann
rechtsanwalt a d,FALSE,NA,rechtsanwalt a d
