occupation,original_occupation,matched_kldb_code,matched_kldb_title,original_matched_kldb_title,similarity_score
sonderschullehrerin,sonderschullehrerin,84134,sonderschullehrerin,sonderschullehrerin,1.0000001
realschulrektor,realschulrektor,84194,realschulrektor,realschulrektor,1.0000001
mitte schullehrer,mittelschullehrer,84124,mitte schullehrer,mittelschullehrer,1.0000001
finanz beraterin,finanzberaterin,72123,finanz beraterin,finanzberaterin,1.0000001
einzel handelskauf mann,einzelhandelskaufmann,62102,einzel handelskauf mann,einzelhandelskaufmann frau,1.0000001
apotheke helferin,apothekenhelferin,62412,apotheke helferin,apothekenhelferin,1.0000001
bildung referent,bildungsreferent,84404,bildung referent,bildungsreferent,1.0000001
winzer,winzer,11602,winzer,winzer,1.0000001
numismatik,numismatiker,94724,numismatik,numismatiker,1.0000001
cnc fräser,cnc fräser,24232,cnc fräser,cnc fräser,1.0000001
wirt schaft assistentin,wirtschaftsassistentin,71412,wirt schaft assistentin,wirtschafts u fremdsprachenassistentin,1.0000001
chemie arbeit,chemiearbeiter,41311,chemie arbeit,chemiearbeiter,1.0000001
diplom wissenschaftler,diplom verwaltungswissenschaftler,91314,diplom wissenschaftler,diplom staatswissenschaftler außenpolitik,1.0000001
kind gärtnerin,kindergärtnerin,83112,kind gärtnerin,kindergärtnerin,1.0000001
seelsorger,seelsorger,83314,seelsorger,seelsorger,1.0000001
ausbildung leiter,ausbildungsleiter,84294,ausbildung leiter,ausbildungsleiter,1.0000001
musikerin,musikerin,94114,musikerin,musikerin,1.0000001
försterin,försterin,11713,försterin,försterin geh dienst,1.0000001
sonderschulrektor,sonderschulrektor,84194,sonderschulrektor,sonderschulrektor,1.0000001
verwalter,verwalter,61313,verwalter,verwalter immobilien,1.0000001
literatur wissenschaftler,literaturwissenschaftler,91104,literatur wissenschaftler,literaturwissenschaftler,1.0000001
maler,maler,33212,maler,maler,1.0000001
politologe,politologe,91314,politologe,politologe politologin,1.0000001
chemiker,chemiker,41304,chemiker,chemiker,1.0000001
kunde betreuerin,kundenbetreuerin,61123,kunde betreuerin,kundenbetreuerin,1.0000001
germanistin,germanistin,91114,germanistin,germanistin,1.0000001
kostüm bildnerin,kostümbildnerin,94614,kostüm bildnerin,kostümbildnerin,1.0000001
verlag lektor,verlagslektor,92424,verlag lektor,verlagslektor,1.0000001
verleger,verleger,33302,verleger,verleger trockenbau,1.0000001
finanz buch halter,finanzbuchhalter,72213,finanz buch halter,finanzbuchhalter,1.0000001
date bank wickler,datenbankentwickler,43353,date bank wickler,datenbankentwickler,1.0000001
touristik fach wirtin,touristikfachwirtin,63113,touristik fach wirtin,touristikfachwirtin,1.0000001
text,textil fa,92113,text,texter,1.0000001
ingenieur technik,ingenieur nachrichtentechnik,25224,ingenieur technik,ingenieur agrartechnik,1.0000001
justiz fachangestellte,justizfachangestellte,73252,justiz fachangestellte,justizfachangestellte r,1.0000001
mathematikerin,mathematikerin,41104,mathematikerin,mathematikerin,1.0000001
finanz fach wirt,finanzfachwirt,72123,finanz fach wirt,finanzfachwirt,1.0000001
raum ausstatter meister,raumausstattermeister,93293,raum ausstatter meister,raumausstattermeister,1.0000001
raum ausstatter,raumausstatter,93232,raum ausstatter,raumausstatter,1.0000001
leiter zentrum,leiter bildungszentrum,43394,leiter zentrum,leiter rechenzentrum,1.0000001
steuer beraterin,steuerberaterin,72304,steuer beraterin,steuerberaterin,1.0000001
zahn medizin ische helferin,zahnmedizinische verwaltungshelferin,81113,zahn medizin ische helferin,zahnmedizinische prophylaxehelferin r,1.0000001
mathematik,mathematiker,41104,mathematik,mathematiker,1.0000001
schneid meisterin,schneidermeisterin,28293,schneid meisterin,schneidermeisterin,1.0000001
fach walt,fachanwalt strafrecht,73134,fach walt,fachanwalt anwältin,1.0000001
elektronik ingenieur,elektronikingenieur,26304,elektronik ingenieur,elektronikingenieur fertigung,1.0000001
musik lehrer,musiklehrer,84412,musik lehrer,musiklehrer,1.0000001
meister,meister maurer,11193,meister,meister agrochemie,1.0000001
geschäft bereich leiter,geschäftsbereichsleiter,71394,geschäft bereich leiter,geschäftsbereichsleiter,1.0000001
keramikerin,keramikerin,93412,keramikerin,keramikerin,1.0000001
bachelor ing,bachelor of engineering,27303,bachelor ing,bachelor of arts management with engineering,1.0000001
klavier bauer,klavierbauer,93642,klavier bauer,klavier u harmoniumbauer,1.0000001
gast wirt,gastwirt,63394,gast wirt,gastwirt,1.0000001
fach informatik grat ion,fachinformatiker systemintegration,43102,fach informatik grat ion,fachinformatiker systemintegration,1.0000001
müll meister,müllermeister,29293,müll meister,müllermeister,1.0000001
arzt sekretärin,arztsekretärin,73222,arzt sekretärin,arztsekretärin,1.0000001
korrektor,korrektor,71442,korrektor,korrektor,1.0000001
pfarrer,pfarrer,83314,pfarrer,pfarrer katholisch,1.0000001
edv dozent,edv dozent,84444,edv dozent,edv dozent,1.0000001
justitiar,justitiar,73184,justitiar,justitiar,1.0000001
fach wirt,fachwirt finanz,71403,fach wirt,fachwirt allgemein,1.0000001
ober arzt,oberarzt,81494,ober arzt,oberarzt ärztin,1.0000001
oberst,oberst d r,01104,oberst,oberst,1.0000001
geschäftsstelle leiter,geschäftsstellenleiter,71394,geschäftsstelle leiter,geschäftsstellenleiter,1.0000001
anlage berater,anlageberater,72124,anlage berater,anlageberater,1.0000001
umwelt berater,umweltberater,42313,umwelt berater,umweltberater,1.0000001
verbands vorsteherin,verbandsvorsteherin,71224,verbands vorsteherin,verbandsvorsteherin,1.0
seelotse,seelotse,51543,seelotse,seelotse lotsin,1.0
rettung sani tat,rettungssanitäter,81342,rettung sani tat,rettungssanitäter,1.0
ton meister,tonmeister,94534,ton meister,tonmeister,1.0
automobilkaufmann,automobilkaufmann,62272,automobilkaufmann,automobilkaufmann frau,1.0
wirt schaft ingenieur,wirtschaftsingenieur,27304,wirt schaft ingenieur,wirtschaftsingenieur,1.0
pharmazeut,pharmazeutisch kaufmännische assistentin,81804,pharmazeut,pharmazeut,1.0
chef arzt,chefarzt,81494,chef arzt,chefarzt ärztin,1.0
floristin,floristin,12202,floristin,floristin,1.0
ingenieur pädagoge,ingenieurpädagoge,84214,ingenieur pädagoge,ingenieurpädagoge pädagogin textiltechnik,1.0
außenstelle leiter,außenstellenleiter,71394,außenstelle leiter,außenstellenleiter,1.0
zerspa arbeit,zerspanungsfacharbeiter,24232,zerspa arbeit,zerspanungsfacharbeiter fräsmaschinen,1.0
forst arbeit,forstarbeiter,11711,forst arbeit,forstarbeiter,1.0
kran ken schwester,krankenschwester,81302,kran ken schwester,krankenschwester pfleger,1.0
fleisch,fleischer,29232,fleisch,fleischbrater,1.0
wirt schaft dolmetscherin,wirtschaftsdolmetscherin,71423,wirt schaft dolmetscherin,wirtschaftsdolmetscherin übersetzerin,1.0
versicherung makler,versicherungsmakler,72133,versicherung makler,versicherungsmakler,1.0
sport lehrer,sportlehrer,84583,sport lehrer,sport und gesundheitslehrer,1.0
material prüfer,materialprüfer,41422,material prüfer,materialprüfer,1.0
verwaltung fachangestellte,verwaltungsfachangestellte,73202,verwaltung fachangestellte,verwaltungsfachangestellte r,1.0
ober staat sa walt,oberstaatsanwalt,73144,ober staat sa walt,oberstaatsanwalt anwältin,1.0
agrar wissenschaftlerin,agrarwissenschaftlerin,11104,agrar wissenschaftlerin,agrarwissenschaftlerin,1.0
lithograf,lithograf,23412,lithograf,lithograf,1.0
elektro ing uri,elektroingenieurin,26304,elektro ing uri,elektroingenieurin elektronik,1.0
gebiet leiter,gebietsleiter,61194,gebiet leiter,gebietsleiter,1.0
abteilung leiter,abteilungsleiter,71394,abteilung leiter,abteilungsleiter,1.0
fach verkäuferin,fachverkäuferin,62102,fach verkäuferin,fachverkäuferin,1.0
versicherung fach mann,versicherungsfachmann,72132,versicherung fach mann,versicherungsfachmann frau,1.0
topf,töpfer meisterin,93412,topf,töpfer,1.0
funk mechanik,funkmechaniker,26312,funk mechanik,funkmechaniker,1.0
software entwicklerin,softwareentwicklerin,43414,software entwicklerin,softwareentwicklerin,1.0
date verarbeitung kaufmann,datenverarbeitungskaufmann,43112,date verarbeitung kaufmann,datenverarbeitungskaufmann frau,1.0
kommunikat ion trainer,kommunikationstrainer,84404,kommunikat ion trainer,kommunikationstrainer,1.0
stadt planerin,stadtplanerin,31124,stadt planerin,stadtplanerin,1.0
export leiterin,exportleiterin,61194,export leiterin,exportleiterin,1.0
elektro technik,elektrotechniker,26122,elektro technik,elektrotechn assistent automatisierungstechnik,1.0
gesundheit pfleger,gesundheitspfleger,81302,gesundheit pfleger,gesundheitspfleger,1.0
dach decker meister,dachdeckermeister,32193,dach decker meister,dachdeckermeister,1.0
volk schullehrer,volksschullehrer,84114,volk schullehrer,volksschullehrer,1.0
vermögens beraterin,vermögensberaterin,72124,vermögens beraterin,vermögensberaterin,1.0
schweiß,schweißer,24422,schweiß,schweißer,1.0
hörgerät akustik,hörgeräteakustiker,82532,hörgerät akustik,hörgeräteakustiker,1.0
zerspanungsmechaniker,zerspanungsmechaniker,24232,zerspanungsmechaniker,zerspanungsmechaniker,1.0
bilanz buch halterin,bilanzbuchhalterin,72213,bilanz buch halterin,bilanzbuchhalterin,1.0
unfall chirurg,unfallchirurg,81434,unfall chirurg,unfallchirurg,1.0
gewerk schaft funktionär,gewerkschaftsfunktionär,71224,gewerk schaft funktionär,gewerkschaftsfunktionär,1.0
foto graf,fotograf,23322,foto graf,fotograf,1.0
system analytik,systemanalytiker,43214,system analytik,systemanalytiker,1.0
market ing assistentin,marketingassistentin,92112,market ing assistentin,marketingassistentin,1.0
prozess ingenieur,prozessingenieur,27304,prozess ingenieur,prozessingenieur,1.0
market ing wirtin,marketingwirtin,92113,market ing wirtin,marketingwirtin,1.0
kultur manager,kulturmanager,63404,kultur manager,kulturmanager,1.0
ökonomin,ökonomin,91404,ökonomin,ökonomin,1.0
lok fuhr,lokomotivführer,52202,lok fuhr,lokführer,1.0
unternehmerin,unternehmerin,71104,unternehmerin,unternehmerin,1.0
verwaltung wissenschaftler,verwaltungswissenschaftler,73204,verwaltung wissenschaftler,verwaltungswissenschaftler,1.0
general staat sa walt,generalstaatsanwalt,73144,general staat sa walt,generalstaatsanwalt anwältin,1.0
pförtner,pförtner,53112,pförtner,pförtner,1.0
ingenieur,ingenieur,61124,ingenieur,ingenieur agrarvertrieb,1.0
gleichstellungsbeauftragte,gleichstellungsbeauftragte hochschule,71234,gleichstellungsbeauftragte,gleichstellungsbeauftragte r,1.0
gärtner,gärtner,12102,gärtner,gärtner,1.0
vorstands mitglied,vorstandsmitglied,71104,vorstands mitglied,vorstandsmitglied,1.0
versicherung kaufmann,versicherungskaufmann,72132,versicherung kaufmann,versicherungs finanzkaufmann frau,1.0
diakon,diakon,83323,diakon,diakon katholisch,1.0
pathologe,pathologe,81214,pathologe,pathologe pathologin,1.0
ing uri,ingenieurin,61124,ing uri,ingenieurin agrarvertrieb,1.0
archivar,archivar,73314,archivar,archivar,1.0
handel vertreter,handelsvertreter,61123,handel vertreter,handelsvertreter,1.0
lok schlosser,lokomotivschlosser,25182,lok schlosser,lokomotivschlosser,1.0
medien gestalterin,mediengestalterin,23213,medien gestalterin,mediengestalterin,1.0
sozialökonomin,sozialökonomin,91484,sozialökonomin,sozialökonomin,1.0
beruf schulleiter,berufsschulleiter,84294,beruf schulleiter,berufsschulleiter,1.0
volk hochschuldirektor,volkshochschuldirektor,84494,volk hochschuldirektor,volkshochschuldirektor,1.0
straße bahn fahrer,straßenbahnfahrer,52132,straße bahn fahrer,straßenbahnfahrer,1.0
gestalt werk,gestalter handwerk,93103,gestalt werk,gestalter handwerk,1.0
künstlerin,künstlerin,93304,künstlerin,künstlerin,1.0
industrie,industrie kaufmann,91234,industrie,industrie archäologe archäologin,1.0
zimmerer meister,zimmerermeister,33393,zimmerer meister,zimmerermeister,1.0
maschine,maschinenschloßer,54132,maschine,maschinenbügler,1.0
schrein meister,schreinermeister,22393,schrein meister,schreinermeister,1.0
sicherheit ingenieur,sicherheitsingenieur,21114,sicherheit ingenieur,sicherheitsingenieur bergbau,1.0
lage rist,lagerist,51312,lage rist,lagerist,1.0
elektronik,elektroniker,26384,elektronik,elektronik analytiker,1.0
system programmierer,systemprogrammierer,43413,system programmierer,systemprogrammierer,1.0
justiz,justiz,53241,justiz,justizaushelfer,1.0
kunst erzieher,kunsterzieher,84434,kunst erzieher,kunsterzieher,1.0
firmenkunde berater,firmenkundenberater,72113,firmenkunde berater,firmenkundenberater bank,0.99999994
bank kaufmann,bankkaufmann,72112,bank kaufmann,bankkaufmann frau,0.99999994
einzel händlerin,einzelhändlerin,62102,einzel händlerin,einzelhändlerin,0.99999994
programmiererin,programmiererin,43423,programmiererin,programmiererin,0.99999994
filialleiterin,filialleiterin,62194,filialleiterin,filialleiterin,0.99999994
boot mann,bootsmann,01203,boot mann,bootsmann bundeswehr,0.99999994
betriebs leiter,betriebsleiter,21194,betriebs leiter,betriebsleiter bergbau,0.99999994
entsorgung technik,entsorgungstechnik,34333,entsorgung technik,entsorgungstechniker abfall,0.99999994
agrar ökonom,agrarökonom,11104,agrar ökonom,agrarökonom,0.99999994
religion lehrer,religionslehrer,84424,religion lehrer,religionslehrer katholische religionslehre uni,0.99999994
internet,internet provider,23224,internet,internet designer,0.99999994
callcenter agentin,callcenteragentin,92122,callcenter agentin,callcenteragentin,0.99999994
restaurant fach mann,restaurantfachmann,63302,restaurant fach mann,restaurantfachmann frau,0.99999994
leiter sicherung,leiter qualitätssicherung,27394,leiter sicherung,leiter qualitätssicherung,0.99999994
eva gel ch,evangelischer pfarrer,83323,eva gel ch,evangelische r diakon,0.99999994
friseur meister,friseurmeister,82393,friseur meister,friseurmeister,0.99999994
versicherung mathematik,versicherungsmathematiker,41184,versicherung mathematik,versicherungsmathematiker,0.99999994
sekretär,sekretär,71402,sekretär,sekretär,0.99999994
rektorin,rektorin a d,84394,rektorin,rektorin hochschulen und akademien,0.99999994
elektro meister,elektromeister,26393,elektro meister,elektromeister,0.99999994
finanz controller,finanzcontrollerin,72234,finanz controller,finanzcontroller,0.99999994
service,service techniker,25194,service,service manager,0.99999994
medien,medien,92434,medien,medien autor,0.99999994
fenster putz,fensterputzer,54122,fenster putz,fensterputzer,0.99999994
maschinenbau ing uri,maschinenbauingenieurin,25104,maschinenbau ing uri,maschinenbauingenieurin,0.99999994
institut leiter,institutsleiter,84394,institut leiter,institutsleiter,0.99999994
sonderschullehrer,sonderschullehrer,84134,sonderschullehrer,sonderschullehrer,0.99999994
informatik kaufmann,informatikkaufmann,43112,informatik kaufmann,informatikkaufmann frau,0.99999994
feinoptik,feinoptiker,21362,feinoptik,feinoptiker,0.99999994
kommunikat ion wissenschaftler,kommunikationswissenschaftler,91244,kommunikat ion wissenschaftler,kommunikationswissenschaftler,0.99999994
tanz,tanz,94224,tanz,tänzer,0.99999994
sozialsekretär,sozialsekretär,83123,sozialsekretär,sozialsekretär,0.99999994
diplom lehrer,diplom handelslehrer,84484,diplom lehrer,diplomlehrer marxismus leninismus uni,0.99999994
tischler meister,tischlermeister,22393,tischler meister,tischlermeister,0.99999994
arzt heilkunde,arzt frauenheilkunde,81444,arzt heilkunde,arzt ärztin augenheilkunde,0.99999994
bildung referentin,bildungsreferentin,84404,bildung referentin,bildungsreferentin,0.99999994
sparkasse betriebs wirt,sparkassenbetriebswirt,72113,sparkasse betriebs wirt,sparkassenbetriebswirt,0.99999994
rechtsan walt,rechtsanwalt,73134,rechtsan walt,rechtsanwalt rechtsanwältin,0.99999994
medien wissenschaftler,medienwissenschaftler,91244,medien wissenschaftler,medien und filmwissenschaftler,0.99999994
bio chemikerin,biochemikerin,41284,bio chemikerin,biochemikerin,0.99999994
organisation programmierer,organisationsprogrammierer,43423,organisation programmierer,organisationsprogrammierer,0.99999994
brief eller,briefzusteller,51322,brief eller,briefzusteller,0.99999994
it berater,it berater,43224,it berater,it berater,0.99999994
agrar ingenieur,agraringenieur,11104,agrar ingenieur,agraringenieur,0.99999994
schlosser meister,schlossermeister,24493,schlosser meister,schlosser und schmiedemeister,0.99999994
arbeit vermittler,arbeitsvermittler,71524,arbeit vermittler,arbeitsvermittler,0.99999994
tischlerin,tischlerin,22342,tischlerin,tischlerin,0.99999994
produkt manager,produktmanager breitband,92113,produkt manager,produktmanager,0.99999994
gastronom,gastronom,63394,gastronom,gastronom,0.99999994
haupt geschäft fuhr,hauptgeschäftsführer bda,71104,haupt geschäft fuhr,hauptgeschäftsführer,0.99999994
metzger,metzger,29232,metzger,metzger,0.9999999
musik pädagoge,musikpädagoge,84414,musik pädagoge,musikpädagoge pädagogin,0.9999999
universität professor,universitätsprofessor klinische infektiologie,84304,universität professor,universitätsprofessor,0.9999999
elektro technik meister,elektrotechnikermeister,26393,elektro technik meister,elektrotechnikermeister,0.9999999
