"full_name","yob","occupation","female","party","list_state","list_rank","elec_district","elected","elec_year","direct_cand","list_cand","last_name","first_name","age","occ_1","occ_2","occ_3","occ_4","legislator_status","is_legislator","is_only_legislator","legislative_position"
"Marx, Hermann",1941,"gesamtschuldirektor",0,"cdu_csu","NW",72,89,0,1998,1,1,"Marx","Hermann",57,"gesamtschuldirektor",,,,"not_legis",FALSE,FALSE,
"Mascher, Ulrike",1938,"versicherungsangestellte",1,"spd","BY",2,203,1,1998,1,1,"Mascher","Ulrike",60,,"versicherungsangestellte",,,"is_legis",TRUE,FALSE,"mdb"
"Matschie, Christoph Andreas",1961,"mechaniker, theologe",0,"spd","TH",1,302,1,1998,1,1,"Matschie","Christoph Andreas",37,"mechaniker","theologe",,,"not_legis",FALSE,FALSE,
"Mattar, Dr. Michael",1953,"angestellter",0,"fdp","BY",15,206,0,1998,1,1,"Mattar","Dr. Michael",45,"angestellter",,,,"not_legis",FALSE,FALSE,
"Matthae, Andreas",1968,"student",0,"spd","BE",13,,0,1998,0,1,"Matthae","Andreas",30,"student",,,,"not_legis",FALSE,FALSE,
"Matthäus-Maier, Ingrid",1945,"richterin a.d.",1,"spd","NW",5,65,1,1998,1,1,"Matthäus-Maier","Ingrid",53,,"richterin",,,"is_legis",TRUE,FALSE,"mdb"
"Mattischeck, Heide",1939,,1,"spd","BY",6,228,1,1998,1,1,"Mattischeck","Heide",59,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Matz, Martin",1965,"diplom-kaufmann",0,"fdp","",,249,0,1998,1,0,"Matz","Martin",33,"diplom kaufmann",,,,"not_legis",FALSE,FALSE,
"Maucher, Ruth",1969,"angestellte",1,"left","",,175,0,1998,1,0,"Maucher","Ruth",29,"angestellte",,,,"not_legis",FALSE,FALSE,
"Mauer, Horst",1963,"diplom-verwaltungswirt",0,"fdp","HE",14,141,0,1998,1,1,"Mauer","Horst",35,"diplom verwaltungswirt",,,,"not_legis",FALSE,FALSE,
"Mayer, Dr. Martin",1941,,0,"cdu_csu","",,208,1,1998,1,0,"Mayer","Dr. Martin",57,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Mayer, Prof. Dr. Günter",1930,"musikwissenschaftler",0,"left","TH",8,,0,1998,0,1,"Mayer","Prof. Dr. Günter",68,"musikwissenschaftler",,,,"not_legis",FALSE,FALSE,
"Mayer, Ulrich",1942,"geschäftsführer",0,"fdp","HE",8,142,0,1998,1,1,"Mayer","Ulrich",56,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Mechenbier, Petra",1960,"edv_kauffau",1,"greens","SL",7,,0,1998,0,1,"Mechenbier","Petra",38,"edv kauffau",,,,"not_legis",FALSE,FALSE,
"Meckel, Markus",1952,"pfarrer",0,"spd","BB",5,272,1,1998,1,1,"Meckel","Markus",46,"pfarrer",,,,"not_legis",FALSE,FALSE,
"Meckelburg, Wolfgang Karl Erich",1949,"lehrer am gymnasium",0,"cdu_csu","NW",34,93,1,1998,1,1,"Meckelburg","Wolfgang Karl Erich",49,"lehrer am gymnasium",,,,"not_legis",FALSE,FALSE,
"Mehl, Margarete",1942,"diplom-verwaltungswirtin",1,"greens","",,77,0,1998,1,0,"Mehl","Margarete",56,"diplom verwaltungswirtin",,,,"not_legis",FALSE,FALSE,
"Mehl, Ulrike",1956,"diplom-ingenieurin für landespflege",1,"spd","SH",3,4,1,1998,1,1,"Mehl","Ulrike",42,"diplom ingenieurin landespflege",,,,"not_legis",FALSE,FALSE,
"Mehlhorn, Erich Helmut",1946,"diplom-lehrer",0,"left","SN",26,326,0,1998,1,1,"Mehlhorn","Erich Helmut",52,"diplom lehrer",,,,"not_legis",FALSE,FALSE,
"Mehnert, Edgar Johannes",1935,"lehrer i.r.",0,"fdp","SN",9,326,0,1998,1,1,"Mehnert","Edgar Johannes",63,"lehrer",,,,"not_legis",FALSE,FALSE,
"Meier, Stefan Karl Josef",1956,"elektroinstallateurmeister",0,"cdu_csu","SL",9,,0,1998,0,1,"Meier","Stefan Karl Josef",42,"elektroinstallateurmeister",,,,"not_legis",FALSE,FALSE,
"Meinel, Karl-Heinz",1950,"diplom-ingenieur",0,"cdu_csu","SN",25,,0,1998,0,1,"Meinel","Karl-Heinz",48,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Meinhardt, Patrick",1966,"geschäftsführer",0,"fdp","BW",13,177,0,1998,1,1,"Meinhardt","Patrick",32,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Meininger, Ingo",1960,"gelernter speditionskaufmann",0,"left","",,227,0,1998,1,0,"Meininger","Ingo",38,"gelernter speditionskaufmann",,,,"not_legis",FALSE,FALSE,
"Meinzolt-Depner, Heidi",1952,"gymnasiallehrerin",1,"greens","BY",17,210,0,1998,1,1,"Meinzolt-Depner","Heidi",46,"gymnasiallehrerin",,,,"not_legis",FALSE,FALSE,
"Meißner, Manfred",1941,"elektrotechniker",0,"spd","BE",18,,0,1998,0,1,"Meißner","Manfred",57,"elektrotechniker",,,,"not_legis",FALSE,FALSE,
"Meister, Dr. Michael",1961,"diplom-mathematiker",0,"cdu_csu","HE",14,145,1,1998,1,1,"Meister","Dr. Michael",37,"diplom mathematiker",,,,"not_legis",FALSE,FALSE,
"Melior, Susanne",1958,"wissenschaftliche mitarbeiterin",1,"spd","BB",8,,0,1998,0,1,"Melior","Susanne",40,"wissenschaftliche mitarbeiterin",,,,"not_legis",FALSE,FALSE,
"Mendiburu, Helios",1936,"ingenieur",0,"spd","BE",10,258,0,1998,1,1,"Mendiburu","Helios",62,"ingenieur",,,,"not_legis",FALSE,FALSE,
"Menzer, Erich Ingo",1957,"service-techniker",0,"left","",,40,0,1998,1,0,"Menzer","Erich Ingo",41,"service techniker",,,,"not_legis",FALSE,FALSE,
"Menzner, Dorothee",1965,"diplom-ingenieurin",1,"left","NI",3,,0,1998,0,1,"Menzner","Dorothee",33,"diplom ingenieurin",,,,"not_legis",FALSE,FALSE,
"Mergard, Barbara",1950,"kauffrau",1,"fdp","",,247,0,1998,1,0,"Mergard","Barbara",48,"kauffrau",,,,"not_legis",FALSE,FALSE,
"Merkel, Dr. Angela Dorothea",1954,,1,"cdu_csu","MV",1,267,1,1998,1,1,"Merkel","Dr. Angela Dorothea",44,,,,,"only_legis",TRUE,TRUE,"bundesministerin"
"Merkel, Dr. Hans",1934,"ministerialdirigent",0,"cdu_csu","BY",48,,0,1998,0,1,"Merkel","Dr. Hans",64,"ministerialdirigent",,,,"only_legis",TRUE,TRUE,"ministerialdirigent"
"Merl, Martin",1976,"student",0,"fdp","SL",7,,0,1998,0,1,"Merl","Martin",22,"student",,,,"not_legis",FALSE,FALSE,
"Merten, Ulrike",1951,"familienfrau",1,"spd","NW",29,,1,1998,0,1,"Merten","Ulrike",47,"familienfrau",,,,"not_legis",FALSE,FALSE,
"Mertens, Angelika",1952,"verwaltungsangestellte",1,"spd","HH",2,14,1,1998,1,1,"Mertens","Angelika",46,"verwaltungsangestellte",,,,"not_legis",FALSE,FALSE,
"Merz, Friedrich",1955,"rechtsanwalt",0,"cdu_csu","",,119,1,1998,1,0,"Merz","Friedrich",43,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Meseck, Dr. Siegbert",1942,"amtstierarzt",0,"cdu_csu","BB",6,271,0,1998,1,1,"Meseck","Dr. Siegbert",56,"amtstierarzt",,,,"not_legis",FALSE,FALSE,
"Methling, Dr. Wolfgang",1947,"universitätsprofessor",0,"left","",,265,0,1998,1,0,"Methling","Dr. Wolfgang",51,"universitätsprofessor",,,,"not_legis",FALSE,FALSE,
"Metke, Christina",1972,"studentin",1,"cdu_csu","BW",26,,0,1998,0,1,"Metke","Christina",26,"studentin",,,,"not_legis",FALSE,FALSE,
"Metzger, Christina Margaretha",1941,"sekretärin",1,"cdu_csu","RP",30,,0,1998,0,1,"Metzger","Christina Margaretha",57,"sekretärin",,,,"not_legis",FALSE,FALSE,
"Metzger, Oswald",1954,,0,"greens","BW",8,196,1,1998,1,1,"Metzger","Oswald",44,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Metzger, Sven Oliver",1974,"student",0,"greens","RP",8,153,0,1998,1,1,"Metzger","Sven Oliver",24,"student",,,,"not_legis",FALSE,FALSE,
"Metzner, Helmut",1968,"historiker",0,"fdp","BY",13,222,0,1998,1,1,"Metzner","Helmut",30,"historiker",,,,"not_legis",FALSE,FALSE,
"Meyer, Doris",1957,"müllermeisterin",1,"cdu_csu","BY",24,,0,1998,0,1,"Meyer","Doris",41,"müllermeisterin",,,,"not_legis",FALSE,FALSE,
"Meyer, Dr. Jürgen",1936,"hochschullehrer, rechtsanwalt",0,"spd","BW",18,195,1,1998,1,1,"Meyer","Dr. Jürgen",62,"hochschullehrer","rechtsanwalt",,,"not_legis",FALSE,FALSE,
"Meyer, Erich",1951,"diplom-lehrer, regierungsbeamter",0,"greens","ST",2,287,0,1998,1,1,"Meyer","Erich",47,"diplom lehrer","regierungsbeamter",,,"not_legis",FALSE,FALSE,
"Meyer, Jörg",1964,"freier journalist",0,"left","SH",7,,0,1998,0,1,"Meyer","Jörg",34,"freier journalist",,,,"not_legis",FALSE,FALSE,
"Meyer, Rolf",1941,"geschäftsführer",0,"fdp","HE",33,,0,1998,0,1,"Meyer","Rolf",57,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Meyer, Rudolf",1953,"landwirtschaftsmeister",0,"cdu_csu","NI",28,35,0,1998,1,1,"Meyer","Rudolf",45,"landwirtschaftsmeister",,,,"not_legis",FALSE,FALSE,
"Meyer, Wolfgang",1948,"bäckermeister",0,"fdp","SN",11,323,0,1998,1,1,"Meyer","Wolfgang",50,"bäckermeister",,,,"not_legis",FALSE,FALSE,
"Meys, Ursula",1952,"diplom-politologin",1,"spd","BE",19,,0,1998,0,1,"Meys","Ursula",46,"diplom politologin",,,,"not_legis",FALSE,FALSE,
"Michael, Helmut",1953,"diplom-ingenieur (fh)",0,"greens","",,304,0,1998,1,0,"Michael","Helmut",45,"diplom ingenieur fachhochschule",,,,"not_legis",FALSE,FALSE,
"Michalak, Ursula",1952,"lehrerin",1,"cdu_csu","SH",19,,0,1998,0,1,"Michalak","Ursula",46,"lehrerin",,,,"not_legis",FALSE,FALSE,
"Michalk, Maria",1949,"geschäftsführerin",1,"cdu_csu","SN",8,,0,1998,0,1,"Michalk","Maria",49,"geschäftsführerin",,,,"not_legis",FALSE,FALSE,
"Michelbach, Hans",1949,,0,"cdu_csu","BY",19,,1,1998,0,1,"Michelbach","Hans",49,,,,,"only_legis",TRUE,TRUE,"mdb"
"Michels, Meinolf",1935,"landwirt",0,"cdu_csu","",,106,1,1998,1,0,"Michels","Meinolf",63,"landwirt",,,,"not_legis",FALSE,FALSE,
"Mielich, Bärbel",1952,"sozialpädagogin",1,"greens","BW",11,186,0,1998,1,1,"Mielich","Bärbel",46,"sozialpädagogin",,,,"not_legis",FALSE,FALSE,
"Mieth, Dr. Matias",1962,"dezernent",0,"greens","TH",4,302,0,1998,1,1,"Mieth","Dr. Matias",36,"dezernent",,,,"not_legis",FALSE,FALSE,
"Mikfeld, Benjamin",1972,"student",0,"spd","NW",44,,0,1998,0,1,"Mikfeld","Benjamin",26,"student",,,,"not_legis",FALSE,FALSE,
"Milewski, Knut",1967,"beamter",0,"cdu_csu","NI",35,,0,1998,0,1,"Milewski","Knut",31,"beamter",,,,"not_legis",FALSE,FALSE,
"Militz, Detlef Rainer",1947,"selbständiger diplom-ökonom",0,"left","BB",15,277,0,1998,1,1,"Militz","Detlef Rainer",51,"selbständig diplom ökonom",,,,"not_legis",FALSE,FALSE,
"Miller, Jeffrey",1963,"diplom-berufspädagoge",0,"spd","HE",57,,0,1998,0,1,"Miller","Jeffrey",35,"diplom berufspädagoge",,,,"not_legis",FALSE,FALSE,
"Mischwick, Wolfgang",1921,"a.d.",0,"fdp","SN",16,,0,1998,0,1,"Mischwick","Wolfgang",77,,,,,"only_legis",TRUE,TRUE,"bundesminister a.d."
"Möllemann, Jürgen Wilhelm",1945,"unternehmensberater",0,"fdp","NW",2,100,1,1998,1,1,"Möllemann","Jürgen Wilhelm",53,,"unternehmensberater",,,"is_legis",TRUE,FALSE,"mdb"
"Möller, Joachim",1968,"diplom-kaufmann",0,"cdu_csu","HE",51,,0,1998,0,1,"Möller","Joachim",30,"diplom kaufmann",,,,"not_legis",FALSE,FALSE,
"Möller, Olaf",1962,"diplom-mathematiker",0,"greens","",,303,0,1998,1,0,"Möller","Olaf",36,"diplom mathematiker",,,,"not_legis",FALSE,FALSE,
"Mogg, Ursula",1953,,1,"spd","RP",9,148,1,1998,1,1,"Mogg","Ursula",45,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Mohammad-Stermer, Ahmmad",1955,"tiefbau-ingenieur",0,"greens","NW",26,,0,1998,0,1,"Mohammad-Stermer","Ahmmad",43,"tiefbau ingenieur",,,,"not_legis",FALSE,FALSE,
"Mohnike, Ernst Konrad",1945,"lehrer",0,"fdp","HH",6,17,0,1998,1,1,"Mohnike","Ernst Konrad",53,"lehrer",,,,"not_legis",FALSE,FALSE,
"Mohr, Aloisia",1957,"krankenschwester",1,"spd","SL",19,,0,1998,0,1,"Mohr","Aloisia",41,"krankenschwester",,,,"not_legis",FALSE,FALSE,
"Mohring, Mike",1971,"student",0,"cdu_csu","TH",15,,0,1998,0,1,"Mohring","Mike",27,"student",,,,"not_legis",FALSE,FALSE,
"Molter, Alfred-Mario",1952,"angestellter",0,"cdu_csu","BE",16,,0,1998,0,1,"Molter","Alfred-Mario",46,"angestellter",,,,"not_legis",FALSE,FALSE,
"Moosbauer, Christoph",1969,"politikwissenschaftler, buchhändler",0,"spd","BY",41,206,1,1998,1,1,"Moosbauer","Christoph",29,"politikwissenschaftler","buchhändler",,,"not_legis",FALSE,FALSE,
"Morgner, Reiner Sven",1967,"arbeitslos",0,"left","",,51,0,1998,1,0,"Morgner","Reiner Sven",31,"arbeitslos",,,,"not_legis",FALSE,FALSE,
"Moschke, Vera",1977,"erzieherin",1,"left","NW",9,,0,1998,0,1,"Moschke","Vera",21,"erzieherin",,,,"not_legis",FALSE,FALSE,
"Mosdorf, Siegmar",1952,,0,"spd","BW",5,165,1,1998,1,1,"Mosdorf","Siegmar",46,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Moser, Andreas",1975,"student",0,"spd","BY",54,,0,1998,0,1,"Moser","Andreas",23,"student",,,,"not_legis",FALSE,FALSE,
"Moser, Horst",1940,"geschäftsführer",0,"spd","SL",22,,0,1998,0,1,"Moser","Horst",58,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"Motschmann, Elisabeth Charlotte",1952,"journalistin",1,"cdu_csu","HB",3,,0,1998,0,1,"Motschmann","Elisabeth Charlotte",46,"journalistin",,,,"not_legis",FALSE,FALSE,
"Muche, Jan Marian",1975,"lithograph",0,"left","",,101,0,1998,1,0,"Muche","Jan Marian",23,"lithograph",,,,"not_legis",FALSE,FALSE,
"Muche, Klaus",1950,"journalist",0,"greens","BB",6,280,0,1998,1,1,"Muche","Klaus",48,"journalist",,,,"not_legis",FALSE,FALSE,
"Mücke, Herbert",1957,"edv-techniker",0,"greens","",,256,0,1998,1,0,"Mücke","Herbert",41,"edv techniker",,,,"not_legis",FALSE,FALSE,
"Mücke, Jan",1973,"selbständiger",0,"fdp","",,319,0,1998,1,0,"Mücke","Jan",25,"selbständiger",,,,"not_legis",FALSE,FALSE,
"Mühlenweg, Dr. Uwe",1945,"diplom-geologe",0,"spd","ST",25,,0,1998,0,1,"Mühlenweg","Dr. Uwe",53,"diplom geologe",,,,"not_legis",FALSE,FALSE,
"Müller, Andreas",1959,"journalist",0,"left","",,53,0,1998,1,0,"Müller","Andreas",39,"journalist",,,,"not_legis",FALSE,FALSE,
"Müller, Bernward",1950,"diplomlehrer f.mathematik physik",0,"cdu_csu","TH",3,302,1,1998,1,1,"Müller","Bernward",48,"diplomlehrer f mathematik physik",,,,"not_legis",FALSE,FALSE,
"Müller, Christian",1969,"rechtsanwalt",0,"cdu_csu","BY",28,,0,1998,0,1,"Müller","Christian",29,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Müller, Christian Gerhard",1947,"diplom-ingenieur",0,"spd","SN",6,315,1,1998,1,1,"Müller","Christian Gerhard",51,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Müller, Dr. Gerd",1955,,0,"cdu_csu","",,242,1,1998,1,0,"Müller","Dr. Gerd",43,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Müller, Dr. Gernot",1942,"fachgebietsleiter",0,"fdp","HE",17,126,0,1998,1,1,"Müller","Dr. Gernot",56,"fachgebietsleiter",,,,"not_legis",FALSE,FALSE,
"Müller, Elmar",1942,,0,"cdu_csu","",,166,1,1998,1,0,"Müller","Elmar",56,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Müller, Emilia",1951,"chemotechnikerin",1,"cdu_csu","BY",23,,0,1998,0,1,"Müller","Emilia",47,"chemotechnikerin",,,,"not_legis",FALSE,FALSE,
"Müller, Gerhard",1945,"verwaltungsrat",0,"spd","SL",32,,0,1998,0,1,"Müller","Gerhard",53,"verwaltungsrat",,,,"not_legis",FALSE,FALSE,
"Müller, Hartmut",1942,"journalist",0,"fdp","",,246,0,1998,1,0,"Müller","Hartmut",56,"journalist",,,,"not_legis",FALSE,FALSE,
"Müller, Heidi Marie",1974,"medizinisch-technische radiologieassistentin, studentin",1,"greens","BY",21,206,0,1998,1,1,"Müller","Heidi Marie",24,"medizinisch technische radiologieassistentin","studentin",,,"not_legis",FALSE,FALSE,
"Müller, Hildegard",1967,"diplom-kauffrau",1,"cdu_csu","NW",65,,0,1998,0,1,"Müller","Hildegard",31,"diplom kauffrau",,,,"not_legis",FALSE,FALSE,
"Müller, Hubert",1941,"erster kreisbeigeordneter",0,"cdu_csu","HE",31,,0,1998,0,1,"Müller","Hubert",57,"erster kreisbeigeordneter",,,,"not_legis",FALSE,FALSE,
"Müller, Jutta",1957,,1,"spd","SL",2,245,1,1998,1,1,"Müller","Jutta",41,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Müller, Kerstin",1963,"juristin",1,"greens","NW",1,61,1,1998,1,1,"Müller","Kerstin",35,"juristin",,,,"not_legis",FALSE,FALSE,
"Müller, Klaus Wolfgang",1971,"diplom-volkswirt",0,"greens","SH",2,5,1,1998,1,1,"Müller","Klaus Wolfgang",27,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"Müller, Kornelia",1959,"diplom-agraringenieurin",1,"greens","",,328,0,1998,1,0,"Müller","Kornelia",39,"diplom agraringenieurin",,,,"not_legis",FALSE,FALSE,
"Müller, Manfred",1943,"gewerkschaftssekretär",0,"left","BE",4,261,1,1998,1,1,"Müller","Manfred",55,"gewerkschaftssekretär",,,,"not_legis",FALSE,FALSE,
"Müller, Michael",1948,,0,"spd","NW",11,74,1,1998,1,1,"Müller","Michael",50,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Müller, Michael",1965,"lehrer",0,"fdp","SN",15,,0,1998,0,1,"Müller","Michael",33,"lehrer",,,,"not_legis",FALSE,FALSE,
"Müller, Ralf Dietmar",1949,"diplom-staatswissenschaftler",0,"spd","SN",28,,0,1998,0,1,"Müller","Ralf Dietmar",49,"diplom staatswissenschaftler",,,,"not_legis",FALSE,FALSE,
"Müller, Stefan",1968,"student",0,"left","",,42,0,1998,1,0,"Müller","Stefan",30,"student",,,,"not_legis",FALSE,FALSE,
"Müller-Sönksen, Burkhardt",1959,"rechtsanwalt",0,"fdp","HH",9,,0,1998,0,1,"Müller-Sönksen","Burkhardt",39,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"Müllerschön, Johannes",1954,"landmaschinenmechaniker, betriebsratsvorsitzender",0,"left","BW",10,171,0,1998,1,1,"Müllerschön","Johannes",44,"landmaschinenmechaniker","betriebsratsvorsitzender",,,"not_legis",FALSE,FALSE,
"Münch, Wolfgang",1959,"industriefachwirt",0,"cdu_csu","BW",48,,0,1998,0,1,"Münch","Wolfgang",39,"industriefachwirt",,,,"not_legis",FALSE,FALSE,
"Müntefering, Franz",1940,"mdl, geschäftsführer",0,"spd","NW",1,,1,1998,0,1,"Müntefering","Franz",58,"mitglied des landtages","geschäftsführer",,,"not_legis",FALSE,FALSE,
"Münter, Michael Thomas",1973,"student",0,"greens","BY",61,230,0,1998,1,1,"Münter","Michael Thomas",25,"student",,,,"not_legis",FALSE,FALSE,
"Müntjes, Manfred",1962,"diplom-sozialarbeiter",0,"spd","",,318,0,1998,1,0,"Müntjes","Manfred",36,"diplom sozialarbeiter",,,,"not_legis",FALSE,FALSE,
"Mütsch, Markus",1963,"diplom-verwaltungswirt",0,"cdu_csu","SN",24,,0,1998,0,1,"Mütsch","Markus",35,"diplom verwaltungswirt",,,,"not_legis",FALSE,FALSE,
"Nachtwei, Winfried Maria",1946,"lehrer",0,"greens","NW",8,99,1,1998,1,1,"Nachtwei","Winfried Maria",52,"lehrer",,,,"not_legis",FALSE,FALSE,
"Nacke, Detlef",1961,"elektroinstallateur",0,"spd","NW",81,,0,1998,0,1,"Nacke","Detlef",37,"elektroinstallateur",,,,"not_legis",FALSE,FALSE,
"Nadler, Christoph",1955,"diplom-betriebswirt (fh)",0,"greens","BY",67,,0,1998,0,1,"Nadler","Christoph",43,"diplom betriebswirt fachhochschule",,,,"not_legis",FALSE,FALSE,
"Näkel-Surges, Ingrid",1950,"oberstudienrätin",1,"cdu_csu","RP",24,,0,1998,0,1,"Näkel-Surges","Ingrid",48,"oberstudienrätin",,,,"not_legis",FALSE,FALSE,
"Nagel, Peter Norbert",1961,"angestellter",0,"cdu_csu","SL",20,,0,1998,0,1,"Nagel","Peter Norbert",37,"angestellter",,,,"not_legis",FALSE,FALSE,
"Nahles, Andrea Maria",1970,"magister phil.",1,"spd","RP",12,147,1,1998,1,1,"Nahles","Andrea Maria",28,"magister phil",,,,"not_legis",FALSE,FALSE,
"Naumann, Kersten",1958,"agraringenieur",0,"left","TH",5,298,1,1998,1,1,"Naumann","Kersten",40,"agraringenieur",,,,"not_legis",FALSE,FALSE,
"Neddermeyer, Thomas",1953,"kaufmann",0,"spd","SH",16,,0,1998,0,1,"Neddermeyer","Thomas",45,"kaufmann",,,,"not_legis",FALSE,FALSE,
"Nehl, Karin",1947,"geschäftsführerin",1,"fdp","SL",2,,0,1998,0,1,"Nehl","Karin",51,"geschäftsführerin",,,,"not_legis",FALSE,FALSE,
"Netzeband, Gisela",1945,"diplom-pädagogin",1,"greens","",,274,0,1998,1,0,"Netzeband","Gisela",53,"diplom pädagogin",,,,"not_legis",FALSE,FALSE,
"Neubauer, Reinhard",1942,"angestellter",0,"left","NI",14,,0,1998,0,1,"Neubauer","Reinhard",56,"angestellter",,,,"not_legis",FALSE,FALSE,
"Neudorfer, Reinhard",1946,"rehabilitationsberater",0,"left","",,168,0,1998,1,0,"Neudorfer","Reinhard",52,"rehabilitationsberater",,,,"not_legis",FALSE,FALSE,
"Neuhäuser, Rosel",1949,,1,"left","TH",3,297,1,1998,1,1,"Neuhäuser","Rosel",49,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"Neuhaus, Volker",1952,"landwirt",0,"fdp","NW",45,82,0,1998,1,1,"Neuhaus","Volker",46,"landwirt",,,,"not_legis",FALSE,FALSE,
"Neuhoff, Horst",1958,"diplomkaufmann",0,"fdp","BY",25,230,0,1998,1,1,"Neuhoff","Horst",40,"diplomkaufmann",,,,"not_legis",FALSE,FALSE,
"Neumann, Bernd Otto",1942,"pädagoge",0,"cdu_csu","HB",1,50,1,1998,1,1,"Neumann","Bernd Otto",56,"pädagoge",,,,"not_legis",FALSE,FALSE,
"Neumann, Dr. Gerd-Erich Alexander",1936,"diplom-gesellschaftswissenschaftler",0,"left","MV",11,267,0,1998,1,1,"Neumann","Dr. Gerd-Erich Alexander",62,"diplom gesellschaftswissenschaftler",,,,"not_legis",FALSE,FALSE,
"Neumann, Ellen",1952,"angestellte",1,"spd","SL",14,,0,1998,0,1,"Neumann","Ellen",46,"angestellte",,,,"not_legis",FALSE,FALSE,
"Neumann, Gerhard",1939,"logopäde",0,"spd","TH",5,299,1,1998,1,1,"Neumann","Gerhard",59,"logopäde",,,,"not_legis",FALSE,FALSE,
"Neumann, Rainer",1950,"buchhändler",0,"greens","HH",5,,0,1998,0,1,"Neumann","Rainer",48,"buchhändler",,,,"not_legis",FALSE,FALSE,
"Neumann, Rudolf",1934,"rentner",0,"left","",,89,0,1998,1,0,"Neumann","Rudolf",64,"rentner",,,,"not_legis",FALSE,FALSE,
"Neumann, Volker",1942,"rechtsanwalt, notar",0,"spd","NI",15,32,1,1998,1,1,"Neumann","Volker",56,"rechtsanwalt","notar",,,"not_legis",FALSE,FALSE,
"Nickel, Thomas Hermann",1954,"landschaftsgärtner",0,"left","SH",6,,0,1998,0,1,"Nickel","Thomas Hermann",44,"landschaftsgärtner",,,,"not_legis",FALSE,FALSE,
"Nickels, Christa Maria Sibilla",1952,"krankenschwester",1,"greens","NW",3,55,1,1998,1,1,"Nickels","Christa Maria Sibilla",46,"krankenschwester",,,,"not_legis",FALSE,FALSE,
"Niebel, Dirk",1963,"arbeitsvermittler",0,"fdp","BW",7,178,1,1998,1,1,"Niebel","Dirk",35,"arbeitsvermittler",,,,"not_legis",FALSE,FALSE,
"Niederbremer, Willi Günter",1946,"ingenieur",0,"cdu_csu","HB",4,51,0,1998,1,1,"Niederbremer","Willi Günter",52,"ingenieur",,,,"not_legis",FALSE,FALSE,
"Niederjohann, Oliver Marc",1966,"rechtsassessor",0,"fdp","NW",24,68,0,1998,1,1,"Niederjohann","Oliver Marc",32,"rechtsassessor",,,,"not_legis",FALSE,FALSE,
"Niehuis, Dr. Edith",1950,"diplom-pädagogin",1,"spd","NI",27,48,1,1998,1,1,"Niehuis","Dr. Edith",48,"diplom pädagogin",,,,"not_legis",FALSE,FALSE,
"Niese, Dr. Rolf",1943,"wissenschaftlicher angestellter",0,"spd","HH",3,17,1,1998,1,1,"Niese","Dr. Rolf",55,"wissenschaftlicher angestellter",,,,"not_legis",FALSE,FALSE,
"Nieswandt, Martina",1968,"fraktionsreferentin",1,"greens","",,86,0,1998,1,0,"Nieswandt","Martina",30,"fraktionsreferentin",,,,"not_legis",FALSE,FALSE,
"Nietan, Dietmar",1964,"student",0,"spd","NW",45,56,1,1998,1,1,"Nietan","Dietmar",34,"student",,,,"not_legis",FALSE,FALSE,
"Nikoleit, Frank",1961,"werkzeugmacher",0,"left","NI",19,34,0,1998,1,1,"Nikoleit","Frank",37,"werkzeugmacher",,,,"not_legis",FALSE,FALSE,
"Nilges, Herbert",1945,"kommunalbeamter",0,"spd","NW",78,,0,1998,0,1,"Nilges","Herbert",53,"kommunalbeamter",,,,"not_legis",FALSE,FALSE,
"Nipperdey, Vigdis",1944,"juristin",1,"cdu_csu","BY",33,,0,1998,0,1,"Nipperdey","Vigdis",54,"juristin",,,,"not_legis",FALSE,FALSE,
"Nitsche, Petra",1954,"filialleiterin",1,"left","HE",7,137,0,1998,1,1,"Nitsche","Petra",44,"filialleiterin",,,,"not_legis",FALSE,FALSE,
"Nolte, Claudia Helga",1966,"diplom-ingenieur",1,"cdu_csu","TH",1,307,1,1998,1,1,"Nolte","Claudia Helga",32,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"Nolte, Ulrike Klara",1956,"referentin",1,"cdu_csu","NW",66,,0,1998,0,1,"Nolte","Ulrike Klara",42,"referentin",,,,"not_legis",FALSE,FALSE,
